Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
CAMSAP2	ENST00000358823.2	calmodulin regulated spectrin-associated protein family, member 2 	235	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
PEX5L	ENST00000467460.1	peroxisomal biogenesis factor 5-like 	5	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZBTB43	ENST00000449886.1	zinc finger and BTB domain containing 43 	396	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
OSTN	ENST00000445281.1	osteocrin 	14	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
CSNK1G1	ENST00000303052.7	casein kinase 1, gamma 1 	149	2	0	2	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
A1CF	ENST00000374001.2	APOBEC1 complementation factor 	80	5	2	2	1	1	hsa-miR-338-5p	-0.02	-0.11	N/A
MCTP1	ENST00000515393.1	multiple C2 domains, transmembrane 1 	81	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	2	0	1	1	2	hsa-miR-338-5p	-0.02	-0.03	N/A
CENPC	ENST00000273853.6	centromere protein C 	45	4	1	3	0	3	hsa-miR-338-5p	-0.02	-0.09	N/A
CHMP3	ENST00000263856.4	charged multivesicular body protein 3 	2466	2	1	1	0	2	hsa-miR-338-5p	-0.02	-0.09	N/A
SNX1	ENST00000353874.4	sorting nexin 1 	1296	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.03	N/A
ADCYAP1	ENST00000579794.1	adenylate cyclase activating polypeptide 1 (pituitary) 	35	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.17	N/A
SNTB2	ENST00000336278.4	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) 	254	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.07	N/A
MBNL2	ENST00000345429.6	muscleblind-like splicing regulator 2 	34	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
RAB2A	ENST00000262646.7	RAB2A, member RAS oncogene family 	788	1	1	0	0	1	hsa-miR-338-5p	-0.02	-0.24	N/A
ARL13B	ENST00000535334.1	ADP-ribosylation factor-like 13B 	23	1	1	0	0	0	hsa-miR-338-5p	-0.02	-0.11	N/A
TRPC4	ENST00000379705.3	transient receptor potential cation channel, subfamily C, member 4 	21	3	2	0	1	2	hsa-miR-338-5p	-0.02	-0.07	N/A
CD302	ENST00000259053.4	CD302 molecule 	860	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.04	N/A
EFR3A	ENST00000254624.5	EFR3 homolog A (S. cerevisiae) 	372	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.03	N/A
TRMT13	ENST00000370141.2	tRNA methyltransferase 13 homolog (S. cerevisiae) 	45	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
GLCCI1	ENST00000223145.5	glucocorticoid induced transcript 1 	654	1	1	0	0	1	hsa-miR-338-5p	-0.02	-0.03	N/A
AASS	ENST00000393376.1	aminoadipate-semialdehyde synthase 	72	2	1	1	0	1	hsa-miR-338-5p	-0.02	-0.05	N/A
AKT3	ENST00000366539.1	v-akt murine thymoma viral oncogene homolog 3 	168	2	1	0	1	2	hsa-miR-338-5p	-0.02	-0.06	N/A
SRSF1	ENST00000258962.4	serine/arginine-rich splicing factor 1 	1430	2	0	1	1	5	hsa-miR-338-5p	-0.02	-0.03	N/A
IPO5	ENST00000261574.5	importin 5 	1826	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.07	N/A
DBF4	ENST00000265728.1	DBF4 homolog (S. cerevisiae) 	30	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.12	N/A
CD55	ENST00000314754.8	CD55 molecule, decay accelerating factor for complement (Cromer blood group) 	1242	2	1	1	0	2	hsa-miR-338-5p	-0.02	-0.19	N/A
RAB3GAP2	ENST00000358951.2	RAB3 GTPase activating protein subunit 2 (non-catalytic) 	461	2	1	0	1	2	hsa-miR-338-5p	-0.02	-0.04	N/A
GSTK1	ENST00000358406.5	glutathione S-transferase kappa 1 	299	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.05	N/A
SLC25A13	ENST00000265631.5	solute carrier family 25 (aspartate/glutamate carrier), member 13 	8	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FNDC3A	ENST00000492622.2	fibronectin type III domain containing 3A 	122	3	0	1	2	0	hsa-miR-338-5p	-0.02	-0.04	N/A
DIABLO	ENST00000413918.1	diablo, IAP-binding mitochondrial protein 	1700	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.05	N/A
GTF2E1	ENST00000283875.5	general transcription factor IIE, polypeptide 1, alpha 56kDa 	218	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MCM3	ENST00000229854.7	minichromosome maintenance complex component 3 	3350	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PHIP	ENST00000275034.4	pleckstrin homology domain interacting protein 	668	2	0	0	2	3	hsa-miR-338-5p	-0.02	-0.05	N/A
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	3	1	0	2	0	hsa-miR-338-5p	-0.02	-0.19	N/A
MICALCL	ENST00000256186.2	MICAL C-terminal like 	62	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
LY75-CD302	ENST00000504764.1	LY75-CD302 readthrough 	855	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
ANKH	ENST00000284268.6	ANKH inorganic pyrophosphate transport regulator 	770	3	0	2	1	0	hsa-miR-338-5p	-0.02	-0.05	N/A
LY75	ENST00000554112.1	lymphocyte antigen 75 	855	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
KIAA0101	ENST00000558008.1	KIAA0101 	6821	2	1	1	0	0	hsa-miR-338-5p	-0.02	-0.27	N/A
ASAP2	ENST00000315273.4	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 	38	1	1	0	0	1	hsa-miR-338-5p	-0.02	-0.10	N/A
URI1	ENST00000392271.1	URI1, prefoldin-like chaperone 	1221	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SRSF12	ENST00000452027.2	serine/arginine-rich splicing factor 12 	53	1	1	0	0	0	hsa-miR-338-5p	-0.02	-0.14	N/A
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.02	N/A
LNPEP	ENST00000231368.5	leucyl/cystinyl aminopeptidase 	28	3	2	1	0	5	hsa-miR-338-5p	-0.02	-0.13	N/A
TANK	ENST00000457476.1	TRAF family member-associated NFKB activator 	176	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.08	N/A
WAC	ENST00000375664.4	WW domain containing adaptor with coiled-coil 	322	4	0	2	2	1	hsa-miR-338-5p	-0.02	-0.11	N/A
UNC5C	ENST00000453304.1	unc-5 homolog C (C. elegans) 	60	1	1	0	0	2	hsa-miR-338-5p	-0.02	-0.03	N/A
LCORL	ENST00000326877.4	ligand dependent nuclear receptor corepressor-like 	194	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.05	N/A
TTC19	ENST00000261647.5	tetratricopeptide repeat domain 19 	64	1	1	0	0	0	hsa-miR-338-5p	-0.02	-0.15	N/A
NKAP	ENST00000371410.3	NFKB activating protein 	422	3	0	1	2	1	hsa-miR-338-5p	-0.02	-0.04	N/A
MARK1	ENST00000366918.4	MAP/microtubule affinity-regulating kinase 1 	192	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
PPP4R1L	ENST00000334187.8	protein phosphatase 4, regulatory subunit 1-like 	27	2	0	2	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
SLC6A15	ENST00000266682.5	solute carrier family 6 (neutral amino acid transporter), member 15 	508	2	0	2	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
IPPK	ENST00000287996.3	inositol 1,3,4,5,6-pentakisphosphate 2-kinase 	211	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
TFCP2L1	ENST00000263707.5	transcription factor CP2-like 1 	36	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
ELK4	ENST00000357992.4	ELK4, ETS-domain protein (SRF accessory protein 1) 	39	1	0	1	0	10	hsa-miR-338-5p	-0.02	-0.04	N/A
MSL2	ENST00000309993.2	male-specific lethal 2 homolog (Drosophila) 	175	3	1	1	1	0	hsa-miR-338-5p	-0.02	-0.18	N/A
ANKRD33B	ENST00000296657.5	ankyrin repeat domain 33B 	9	2	1	1	0	2	hsa-miR-338-5p	-0.02	-0.05	N/A
RP11-302B13.5	ENST00000398092.4	ADP-ribosylation factor 3  	16	1	1	0	0	0	hsa-miR-338-5p	-0.02	-0.09	N/A
DOCK10	ENST00000409592.3	dedicator of cytokinesis 10 	19	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.02	N/A
GLS	ENST00000338435.4	glutaminase 	1927	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.05	N/A
MAGI1	ENST00000402939.2	membrane associated guanylate kinase, WW and PDZ domain containing 1 	253	2	1	1	0	1	hsa-miR-338-5p	-0.02	-0.05	N/A
RTF1	ENST00000389629.4	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) 	1869	2	1	1	0	1	hsa-miR-338-5p	-0.02	-0.16	N/A
GNA12	ENST00000275364.3	guanine nucleotide binding protein (G protein) alpha 12 	565	3	0	1	2	1	hsa-miR-338-5p	-0.02	-0.05	N/A
KDM2A	ENST00000529006.2	lysine (K)-specific demethylase 2A 	729	1	1	0	0	0	hsa-miR-338-5p	-0.02	-0.03	N/A
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.04	N/A
XRN2	ENST00000377191.3	5'-3' exoribonuclease 2 	48	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.09	N/A
ATXN1	ENST00000244769.4	ataxin 1 	106	1	1	0	0	5	hsa-miR-338-5p	-0.02	-0.03	N/A
NAA25	ENST00000261745.4	N(alpha)-acetyltransferase 25, NatB auxiliary subunit 	919	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ATF2	ENST00000487334.2	activating transcription factor 2 	123	1	0	0	1	2	hsa-miR-338-5p	-0.02	-0.03	N/A
OAS1	ENST00000452357.2	2'-5'-oligoadenylate synthetase 1, 40/46kDa 	9	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.04	N/A
ZNF699	ENST00000591998.1	zinc finger protein 699 	5	1	0	0	1	2	hsa-miR-338-5p	-0.02	-0.04	N/A
PCDHA7	ENST00000525929.1	protocadherin alpha 7 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
PI4K2A	ENST00000370631.3	phosphatidylinositol 4-kinase type 2 alpha 	1489	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA10	ENST00000307360.5	protocadherin alpha 10 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA2	ENST00000526136.1	protocadherin alpha 2 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ADAM9	ENST00000487273.2	ADAM metallopeptidase domain 9 	6435	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA12	ENST00000398631.2	protocadherin alpha 12 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
WDR93	ENST00000268130.7	WD repeat domain 93 	7	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SRCIN1	ENST00000264659.7	SRC kinase signaling inhibitor 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA4	ENST00000530339.1	protocadherin alpha 4 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
CA13	ENST00000321764.3	carbonic anhydrase XIII 	42	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
DDX60	ENST00000393743.3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 	8	1	0	0	1	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF85	ENST00000328178.8	zinc finger protein 85 	35	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
PCDHA5	ENST00000529859.1	protocadherin alpha 5 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MAPK9	ENST00000452135.2	mitogen-activated protein kinase 9 	655	2	1	1	0	1	hsa-miR-338-5p	-0.02	-0.11	N/A
RBMS3	ENST00000396583.3	RNA binding motif, single stranded interacting protein 3 	56	2	1	0	1	1	hsa-miR-338-5p	-0.02	-0.04	N/A
VCPKMT	ENST00000395860.2	valosin containing protein lysine (K) methyltransferase 	10	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
CLTC	ENST00000269122.3	clathrin, heavy chain (Hc) 	10702	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
THAP1	ENST00000345117.2	THAP domain containing, apoptosis associated protein 1 	196	1	1	0	0	1	hsa-miR-338-5p	-0.02	-0.19	N/A
TBC1D12	ENST00000225235.4	TBC1 domain family, member 12 	172	3	1	1	1	2	hsa-miR-338-5p	-0.02	-0.07	N/A
CALU	ENST00000535011.2	calumenin 	3079	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.03	N/A
AR	ENST00000374690.3	androgen receptor 	57	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.03	N/A
SUDS3	ENST00000397564.2	suppressor of defective silencing 3 homolog (S. cerevisiae) 	224	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
KLHL14	ENST00000359358.4	kelch-like family member 14 	66	2	0	2	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
LDLRAD4	ENST00000399848.3	low density lipoprotein receptor class A domain containing 4 	314	3	0	2	1	3	hsa-miR-338-5p	-0.02	-0.05	N/A
VPS13A	ENST00000360280.3	vacuolar protein sorting 13 homolog A (S. cerevisiae) 	110	2	1	1	0	1	hsa-miR-338-5p	-0.02	-0.06	N/A
GATA6	ENST00000269216.3	GATA binding protein 6 	691	2	0	2	0	3	hsa-miR-338-5p	-0.02	-0.04	N/A
PDHX	ENST00000448838.3	pyruvate dehydrogenase complex, component X 	40	3	1	1	1	1	hsa-miR-338-5p	-0.02	-0.06	N/A
HOMER1	ENST00000334082.6	homer homolog 1 (Drosophila) 	394	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.05	N/A
NUDCD1	ENST00000239690.4	NudC domain containing 1 	581	2	0	1	1	2	hsa-miR-338-5p	-0.02	-0.06	N/A
JMY	ENST00000396137.4	junction mediating and regulatory protein, p53 cofactor 	10	3	0	1	2	1	hsa-miR-338-5p	-0.02	-0.04	N/A
TMX3	ENST00000299608.2	thioredoxin-related transmembrane protein 3 	348	2	0	1	1	0	hsa-miR-338-5p	-0.02	-0.03	N/A
NAA10	ENST00000370015.4	N(alpha)-acetyltransferase 10, NatA catalytic subunit 	960	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.13	N/A
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	2	0	2	0	1	hsa-miR-338-5p	-0.02	-0.04	N/A
NEK10	ENST00000295720.6	NIMA-related kinase 10 	66	1	1	0	0	2	hsa-miR-338-5p	-0.02	-0.49	N/A
ACSL3	ENST00000357430.3	acyl-CoA synthetase long-chain family member 3 	2533	1	0	0	1	2	hsa-miR-338-5p	-0.02	-0.07	N/A
SHPK	ENST00000225519.3	sedoheptulokinase 	40	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
ETNK1	ENST00000266517.4	ethanolamine kinase 1 	1047	5	2	1	2	2	hsa-miR-338-5p	-0.02	-0.15	N/A
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	1	0	1	0	4	hsa-miR-338-5p	-0.02	-0.02	N/A
ERCC4	ENST00000311895.7	excision repair cross-complementing rodent repair deficiency, complementation group 4 	261	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
MCHR2	ENST00000281806.2	melanin-concentrating hormone receptor 2 	5	2	0	2	0	0	hsa-miR-338-5p	-0.02	-0.07	N/A
SYPL1	ENST00000470347.1	synaptophysin-like 1 	2423	2	0	2	0	1	hsa-miR-338-5p	-0.02	-0.17	N/A
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.03	N/A
CCR6	ENST00000341935.5	chemokine (C-C motif) receptor 6 	35	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.08	N/A
ACPL2	ENST00000286353.4	acid phosphatase-like 2 	72	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TTN	ENST00000360870.5	titin 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
WASF3	ENST00000335327.5	WAS protein family, member 3 	24	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SRRM4	ENST00000267260.4	serine/arginine repetitive matrix 4 	22	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MURC	ENST00000307584.5	muscle-related coiled-coil protein 	75	2	0	1	1	1	hsa-miR-338-5p	-0.02	-0.03	N/A
PRR23C	ENST00000413199.1	proline rich 23C 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
HMGA1	ENST00000347617.6	high mobility group AT-hook 1 	2024	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF154	ENST00000512439.2	zinc finger protein 154 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
EYA1	ENST00000388742.4	eyes absent homolog 1 (Drosophila) 	222	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZFP3	ENST00000318833.3	ZFP3 zinc finger protein 	29	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SH3GL2	ENST00000380607.4	SH3-domain GRB2-like 2 	125	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
NEU3	ENST00000294064.4	sialidase 3 (membrane sialidase) 	243	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
TRPS1	ENST00000395715.3	trichorhinophalangeal syndrome I 	94	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TRDN	ENST00000398178.3	triadin 	5	2	0	0	2	1	hsa-miR-338-5p	-0.02	-0.02	N/A
GABRA1	ENST00000428797.2	gamma-aminobutyric acid (GABA) A receptor, alpha 1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
IPCEF1	ENST00000265198.4	interaction protein for cytohesin exchange factors 1 	16	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZIC4	ENST00000383075.3	Zic family member 4 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
HS3ST3B1	ENST00000360954.2	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	1489	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
GPR110	ENST00000371253.2	G protein-coupled receptor 110 	5	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NUBPL	ENST00000281081.7	nucleotide binding protein-like 	7	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SNX29	ENST00000566228.1	sorting nexin 29 	266	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF367	ENST00000375256.4	zinc finger protein 367 	325	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SAMD8	ENST00000372687.4	sterile alpha motif domain containing 8 	100	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ARHGEF3	ENST00000296315.3	Rho guanine nucleotide exchange factor (GEF) 3 	359	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ARHGAP21	ENST00000396432.2	Rho GTPase activating protein 21 	10	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHA13	ENST00000289272.2	protocadherin alpha 13 	86	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SYT9	ENST00000318881.6	synaptotagmin IX 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF99	ENST00000596209.1	zinc finger protein 99 	0	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
B3GALT5	ENST00000380620.4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
CD207	ENST00000410009.3	CD207 molecule, langerin 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
IL21R	ENST00000395755.1	interleukin 21 receptor 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
FAM179B	ENST00000382233.2	family with sequence similarity 179, member B 	12	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TUFT1	ENST00000368849.3	tuftelin 1 	599	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
MYOZ3	ENST00000297130.4	myozenin 3 	8	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
KIAA1467	ENST00000197268.8	KIAA1467 	509	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
POTEG	ENST00000409832.3	POTE ankyrin domain family, member G 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
NRXN3	ENST00000281127.7	neurexin 3 	14	2	0	2	0	2	hsa-miR-338-5p	-0.02	-0.04	N/A
NTNG1	ENST00000370067.1	netrin G1 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PITPNM3	ENST00000421306.3	PITPNM family member 3 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
EFNA2	ENST00000215368.2	ephrin-A2 	83	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NFATC2	ENST00000371564.3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 	105	2	0	0	2	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCDHB10	ENST00000239446.4	protocadherin beta 10 	13	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RPL3L	ENST00000268661.7	ribosomal protein L3-like 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
AFF2	ENST00000370460.2	AF4/FMR2 family, member 2 	8	1	0	1	0	3	hsa-miR-338-5p	-0.02	-0.02	N/A
FIGNL1	ENST00000356889.4	fidgetin-like 1 	1075	1	0	0	1	1	hsa-miR-338-5p	-0.02	-0.02	N/A
FMN1	ENST00000334528.9	formin 1 	25	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DNAH10OS	ENST00000514254.2	dynein, axonemal, heavy chain 10 opposite strand 	89	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SAMD9L	ENST00000318238.4	sterile alpha motif domain containing 9-like 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
AQP2	ENST00000199280.3	aquaporin 2 (collecting duct) 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
NKX3-1	ENST00000380871.4	NK3 homeobox 1 	240	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
GLYR1	ENST00000436648.5	glyoxylate reductase 1 homolog (Arabidopsis) 	31	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
DNAJA3	ENST00000262375.6	DnaJ (Hsp40) homolog, subfamily A, member 3 	3281	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SLC8A3	ENST00000533541.1	solute carrier family 8 (sodium/calcium exchanger), member 3 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SUCLG2	ENST00000307227.5	succinate-CoA ligase, GDP-forming, beta subunit 	88	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MCF2	ENST00000520602.1	MCF.2 cell line derived transforming sequence 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PLD5	ENST00000536534.2	phospholipase D family, member 5 	5	1	0	1	0	2	hsa-miR-338-5p	-0.02	-0.02	N/A
SLC47A1	ENST00000270570.4	solute carrier family 47 (multidrug and toxin extrusion), member 1 	204	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RSBN1	ENST00000261441.5	round spermatid basic protein 1 	54	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
POTEE	ENST00000356920.5	POTE ankyrin domain family, member E 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TRPM8	ENST00000324695.4	transient receptor potential cation channel, subfamily M, member 8 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
GPR158	ENST00000376351.3	G protein-coupled receptor 158 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
P2RX7	ENST00000328963.5	purinergic receptor P2X, ligand-gated ion channel, 7 	5	2	0	2	0	0	hsa-miR-338-5p	-0.02	-0.04	N/A
KCNK12	ENST00000327876.4	potassium channel, subfamily K, member 12 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
DRP2	ENST00000402866.1	dystrophin related protein 2 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
ZNF782	ENST00000481138.1	zinc finger protein 782 	8	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
AL033381.1	ENST00000314040.1	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
PCBD2	ENST00000512783.1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 	95	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
GHR	ENST00000230882.4	growth hormone receptor 	102	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
GDA	ENST00000358399.3	guanine deaminase 	5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
UNC45B	ENST00000268876.5	unc-45 homolog B (C. elegans) 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
TECTA	ENST00000392793.1	tectorin alpha 	19	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
SULF1	ENST00000458141.2	sulfatase 1 	11	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
RP11-770J1.4	ENST00000532619.1		5	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
SLIT1	ENST00000266058.4	slit homolog 1 (Drosophila) 	15	1	0	1	0	1	hsa-miR-338-5p	-0.02	-0.02	N/A
POTEI	ENST00000451531.2	POTE ankyrin domain family, member I 	5	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
MRPL34	ENST00000252602.1	mitochondrial ribosomal protein L34 	8223	1	0	1	0	0	hsa-miR-338-5p	-0.02	-0.02	N/A
