Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
DDAH1	ENST00000535924.2	dimethylarginine dimethylaminohydrolase 1 	46	1	0	1	0	2	0	0	2	2	hsa-miR-128-3p	-0.25	-0.38	0.45	2009, 2011
ACTA2	ENST00000224784.6	actin, alpha 2, smooth muscle, aorta 	8771	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.61	2009, 2011
GALNT5	ENST00000259056.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5) 	462	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.65	
DLGAP3	ENST00000373347.1	discs, large (Drosophila) homolog-associated protein 3 	8	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.91	2009, 2011
NDUFS4	ENST00000296684.5	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase) 	125	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.54	2005, 2007, 2009, 2011
SMAP1	ENST00000370455.3	small ArfGAP 1 	64	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.25	-0.44	0.44	2009
UBR1	ENST00000382177.2	ubiquitin protein ligase E3 component n-recognin 1 	11	2	1	1	0	3	0	0	3	1	hsa-miR-128-3p	-0.25	-0.36	0.70	2007, 2009, 2011
FUBP3	ENST00000319725.9	far upstream element (FUSE) binding protein 3 	121	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.55	2007, 2009, 2011
MAPK6	ENST00000261845.5	mitogen-activated protein kinase 6 	24	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.25	-0.25	0.79	2005, 2007, 2009, 2011
VPS4B	ENST00000238497.5	vacuolar protein sorting 4 homolog B (S. cerevisiae) 	180	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.25	-0.25	0.47	2005, 2007, 2009, 2011
CITED2	ENST00000367651.2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 	1071	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.25	-0.30	0.53	2005, 2007, 2009, 2011
PPME1	ENST00000328257.8	protein phosphatase methylesterase 1 	343	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.24	-0.24	0.86	2007, 2009, 2011
LRRFIP1	ENST00000308482.9	leucine rich repeat (in FLII) interacting protein 1 	525	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.84	2011
KIAA1033	ENST00000332180.5	KIAA1033 	238	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.84	2005, 2007, 2009, 2011
EYA4	ENST00000367895.5	eyes absent homolog 4 (Drosophila) 	242	1	0	0	1	2	0	1	1	1	hsa-miR-128-3p	-0.24	-0.26	0.78	2005, 2007, 2009, 2011
CRKL	ENST00000354336.3	v-crk avian sarcoma virus CT10 oncogene homolog-like 	2142	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.24	-0.25	0.86	2005, 2007, 2009, 2011
PDE8B	ENST00000264917.5	phosphodiesterase 8B 	186	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.89	2009, 2011
UNKL	ENST00000389221.4	unkempt homolog (Drosophila)-like 	308	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	-0.24	-0.25	0.78	2009, 2011
JHDM1D	ENST00000397560.2	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae) 	470	1	0	1	0	4	0	2	2	2	hsa-miR-128-3p	-0.24	-0.25	0.93	2009, 2011
TMEM132E	ENST00000321639.5	transmembrane protein 132E 	461	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.70	2007, 2009, 2011
LDLRAD3	ENST00000315571.5	low density lipoprotein receptor class A domain containing 3 	90	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.24	-0.24	< 0.1	
EGR3	ENST00000317216.2	early growth response 3 	21	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.71	2009, 2011
GOLM1	ENST00000388712.3	golgi membrane protein 1 	4212	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.24	-0.24	0.53	2007, 2009
REPS1	ENST00000450536.2	RALBP1 associated Eps domain containing 1 	725	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	ORF	2007, 2009, 2011
C1orf52	ENST00000471115.1	chromosome 1 open reading frame 52 	1516	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.78	2007, 2009, 2011
GNS	ENST00000418919.2	glucosamine (N-acetyl)-6-sulfatase 	2435	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	-0.24	-0.25	0.83	2009, 2011
ELOVL6	ENST00000394607.3	ELOVL fatty acid elongase 6 	901	1	0	1	0	1	1	0	0	1	hsa-miR-128-3p	-0.24	-0.24	0.87	2005, 2007, 2009, 2011
DCP1A	ENST00000607628.1	decapping mRNA 1A 	87	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.86	2011
SLC39A13	ENST00000524928.1	solute carrier family 39 (zinc transporter), member 13 	845	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.74	2005, 2007, 2009, 2011
DCX	ENST00000356915.2	doublecortin 	5	1	1	0	0	3	0	2	1	0	hsa-miR-128-3p	-0.24	-0.24	0.94	2005, 2007, 2009, 2011
WBP1L	ENST00000369889.4	WW domain binding protein 1-like 	5	1	1	0	0	0	0	0	0	4	hsa-miR-128-3p	-0.24	-0.24	0.73	2009, 2011
UAP1	ENST00000367926.4	UDP-N-acteylglucosamine pyrophosphorylase 1 	1738	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.62	
LIN28B	ENST00000345080.4	lin-28 homolog B (C. elegans) 	118	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	-0.24	-0.24	0.60	2011
FRMPD3	ENST00000276185.4	FERM and PDZ domain containing 3 	0	2	1	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.24	-0.24	0.73	
MLLT10	ENST00000377072.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 	495	1	0	1	0	2	0	2	0	0	hsa-miR-128-3p	-0.24	-0.26	0.51	2009, 2011
STRN4	ENST00000263280.6	striatin, calmodulin binding protein 4 	1039	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.63	2005, 2007, 2011
TMEM64	ENST00000458549.2	transmembrane protein 64 	200	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.24	-0.31	0.78	2007, 2009, 2011
C8orf4	ENST00000315792.3	chromosome 8 open reading frame 4 	3820	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.24	-0.24	0.75	2009, 2011
MME	ENST00000460393.1	membrane metallo-endopeptidase 	37	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	-0.24	-0.24	0.21	2005, 2007
SNX18	ENST00000343017.6	sorting nexin 18 	174	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.88	2009, 2011
PTPN5	ENST00000477854.1	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched) 	5	2	0	2	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.65	2007, 2009, 2011
KLF4	ENST00000374672.4	Kruppel-like factor 4 (gut) 	22	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.54	2005, 2007, 2009, 2011
ZEB1	ENST00000361642.5	zinc finger E-box binding homeobox 1 	59	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	-0.23	-0.24	0.42	
SRGAP2	ENST00000414007.1	SLIT-ROBO Rho GTPase activating protein 2 	98	2	2	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.26	0.97	
KLHDC8A	ENST00000367155.3	kelch domain containing 8A 	8	1	0	1	0	1	0	1	0	2	hsa-miR-128-3p	-0.23	-0.25	0.87	2007, 2009, 2011
UBE2F	ENST00000272930.4	ubiquitin-conjugating enzyme E2F (putative) 	905	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	-0.23	-0.27	0.57	2007, 2011
TRMT2A	ENST00000404751.3	tRNA methyltransferase 2 homolog A (S. cerevisiae) 	455	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	ORF	
UGCG	ENST00000374279.3	UDP-glucose ceramide glucosyltransferase 	1200	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.23	-0.24	0.48	
FBXO30	ENST00000237281.4	F-box protein 30 	224	1	0	1	0	2	0	1	1	0	hsa-miR-128-3p	-0.23	-0.24	0.19	2005, 2007
TAF4	ENST00000252996.4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa 	61	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.24	0.46	2005, 2007, 2009, 2011
GCC2	ENST00000309863.6	GRIP and coiled-coil domain containing 2 	5	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	-0.23	-0.23	0.87	2007, 2009, 2011
DNAJC3	ENST00000602402.1	DnaJ (Hsp40) homolog, subfamily C, member 3 	125	1	1	0	0	2	0	2	0	1	hsa-miR-128-3p	-0.23	-0.28	< 0.1	2011
TRABD	ENST00000303434.4	TraB domain containing 	2527	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.43	2011
BCORL1	ENST00000540052.1	BCL6 corepressor-like 1 	209	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.28	0.88	2005, 2007, 2009, 2011
FLRT3	ENST00000378053.3	fibronectin leucine rich transmembrane protein 3 	11	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	-0.23	-0.26	0.78	2007, 2009, 2011
ARHGEF11	ENST00000368194.3	Rho guanine nucleotide exchange factor (GEF) 11 	346	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.66	2005, 2007, 2009, 2011
FAM155B	ENST00000252338.4	family with sequence similarity 155, member B 	21	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.80	2005, 2007, 2009, 2011
NLN	ENST00000380985.5	neurolysin (metallopeptidase M3 family) 	885	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.67	2011
RUNX1	ENST00000344691.4	runt-related transcription factor 1 	182	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.23	-0.26	0.77	2011
OTX2	ENST00000339475.5	orthodenticle homeobox 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.68	2005, 2007, 2009, 2011
MPPED2	ENST00000358117.5	metallophosphoesterase domain containing 2 	42	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.23	-0.23	0.51	2007, 2009, 2011
TMCC1	ENST00000432054.2	transmembrane and coiled-coil domain family 1 	97	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	-0.23	-0.23	0.75	2007, 2009, 2011
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	2	0	0	2	3	0	1	2	2	hsa-miR-128-3p	-0.23	-0.23	0.89	2011
RRAS	ENST00000246792.3	related RAS viral (r-ras) oncogene homolog 	267	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	0.21	2011
TMEM91	ENST00000539627.1	transmembrane protein 91 	231	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	ORF	
PPFIA2	ENST00000549396.1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	0.73	2011
ARL8B	ENST00000419534.2	ADP-ribosylation factor-like 8B 	664	1	0	1	0	2	0	1	1	2	hsa-miR-128-3p	-0.22	-0.28	0.12	2007
STK35	ENST00000381482.3	serine/threonine kinase 35 	263	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.22	-0.24	0.88	2005, 2007, 2009, 2011
E2F7	ENST00000322886.7	E2F transcription factor 7 	308	1	0	0	1	0	0	0	0	4	hsa-miR-128-3p	-0.22	-0.22	0.74	2007, 2009, 2011
C2CD2	ENST00000329623.7	C2 calcium-dependent domain containing 2 	106	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	0.71	2009, 2011
TMEM151B	ENST00000451188.2	transmembrane protein 151B 	5	1	0	1	0	0	0	0	0	4	hsa-miR-128-3p	-0.22	-0.22	0.52	2011
AMMECR1L	ENST00000272647.5	AMMECR1-like 	21	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.22	-0.25	0.65	2007, 2009, 2011
SV2A	ENST00000369146.3	synaptic vesicle glycoprotein 2A 	10	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.22	-0.22	0.88	2005, 2007, 2009, 2011
FAM102A	ENST00000373095.1	family with sequence similarity 102, member A 	85	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	0.84	2009, 2011
NAA15	ENST00000296543.5	N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	546	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.22	-0.22	0.75	2005, 2007, 2009, 2011
GOLGA6C	ENST00000300576.5	golgin A6 family, member C 	0	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	-0.22	-0.22	0.47	
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	0	1	3	0	2	1	0	hsa-miR-128-3p	-0.22	-0.23	0.80	2009, 2011
RSBN1L	ENST00000334955.8	round spermatid basic protein 1-like 	640	2	0	1	1	1	0	0	1	0	hsa-miR-128-3p	-0.22	-0.36	0.84	
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	2	1	0	1	1	0	1	0	2	hsa-miR-128-3p	-0.22	-0.23	0.90	2009, 2011
KIAA1045	ENST00000242315.3	KIAA1045 	42	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	0.61	2009, 2011
AGO2	ENST00000220592.5	argonaute RISC catalytic component 2 	350	2	0	0	2	6	0	4	2	3	hsa-miR-128-3p	-0.22	-4.09	0.94	2005, 2007, 2011
POM121C	ENST00000257665.5	POM121 transmembrane nucleoporin C 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.22	0.67	2011
AGFG1	ENST00000310078.8	ArfGAP with FG repeats 1 	2019	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	-0.22	-0.22	0.73	2009, 2011
ING5	ENST00000313552.6	inhibitor of growth family, member 5 	529	1	0	0	1	2	0	2	0	0	hsa-miR-128-3p	-0.22	-0.23	0.77	2007, 2009, 2011
GNG12	ENST00000370982.3	guanine nucleotide binding protein (G protein), gamma 12 	1362	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.22	-0.23	0.63	2005, 2007, 2009, 2011
ULK1	ENST00000321867.4	unc-51 like autophagy activating kinase 1 	3083	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.21	-0.21	0.70	2005, 2007, 2009, 2011
TSTD2	ENST00000341170.4	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 	219	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.21	-0.21	0.65	2005, 2007, 2009, 2011
C17orf85	ENST00000158149.3	chromosome 17 open reading frame 85 	718	1	0	0	1	3	0	2	1	2	hsa-miR-128-3p	-0.21	-0.46	0.73	2007, 2009, 2011
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.70	2009, 2011
DUSP5	ENST00000369583.3	dual specificity phosphatase 5 	600	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.55	2005, 2007, 2009, 2011
TYW1	ENST00000359626.5	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) 	7	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	< 0.1	
ZKSCAN2	ENST00000328086.7	zinc finger with KRAB and SCAN domains 2 	81	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.22	0.75	2007, 2009, 2011
GAB1	ENST00000262995.4	GRB2-associated binding protein 1 	26	3	0	0	3	0	0	0	0	2	hsa-miR-128-3p	-0.21	-0.35	0.98	2011
GOLGA6A	ENST00000290438.3	golgin A6 family, member A 	5	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	-0.21	-0.28	0.46	
MCF2L	ENST00000397030.1	MCF.2 cell line derived transforming sequence-like 	79	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.21	-0.23	0.69	2009, 2011
MPP6	ENST00000222644.5	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) 	389	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.21	-0.34	0.92	
RET	ENST00000355710.3	ret proto-oncogene 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.23	2011
TGFBR1	ENST00000374994.4	transforming growth factor, beta receptor 1 	249	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.23	0.70	2007, 2009, 2011
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	-0.21	-0.21	0.62	2011
PLXNC1	ENST00000258526.4	plexin C1 	47	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	-0.21	-0.32	0.42	
MAP2K7	ENST00000397981.3	mitogen-activated protein kinase kinase 7 	164	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.88	2005, 2007, 2009, 2011
TMEM170A	ENST00000357613.4	transmembrane protein 170A 	70	1	0	0	1	2	0	1	1	0	hsa-miR-128-3p	-0.21	-0.34	0.73	
SPRY2	ENST00000377102.1	sprouty homolog 2 (Drosophila) 	139	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.69	2007, 2009, 2011
MYOCD	ENST00000425538.1	myocardin 	62	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.67	2011
SP4	ENST00000222584.3	Sp4 transcription factor 	131	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.44	2007, 2009, 2011
C10orf53	ENST00000374113.3	chromosome 10 open reading frame 53 	5	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	-0.21	-0.21	< 0.1	
NPEPPS	ENST00000322157.4	aminopeptidase puromycin sensitive 	2194	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.79	2007, 2009, 2011
ERMP1	ENST00000381506.3	endoplasmic reticulum metallopeptidase 1 	53	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.21	-0.22	< 0.1	
PPP4R2	ENST00000356692.5	protein phosphatase 4, regulatory subunit 2 	310	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.62	
RP11-122A3.2	ENST00000517562.2	uncharacterized protein LOC100127983  	579	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.52	
GCC1	ENST00000321407.2	GRIP and coiled-coil domain containing 1 	26	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.47	2005, 2007, 2009, 2011
C7orf76	ENST00000356686.1	chromosome 7 open reading frame 76 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.13	
GATAD2A	ENST00000360315.3	GATA zinc finger domain containing 2A 	986	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.25	0.84	2007, 2009, 2011
NAV3	ENST00000228327.6	neuron navigator 3 	277	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.21	-0.21	0.38	2005, 2007, 2009, 2011
CHTF8	ENST00000574807.1	Alternative protein CHTF8  	8	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	-0.21	-0.21	0.21	
BMP2K	ENST00000335016.5	BMP2 inducible kinase 	164	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	-0.21	-0.21	0.94	
HBEGF	ENST00000230990.6	heparin-binding EGF-like growth factor 	28	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.63	2007, 2009, 2011
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	1	0	1	1	0	0	0	hsa-miR-128-3p	-0.21	-0.22	0.81	2005, 2007, 2009, 2011
PCM1	ENST00000524226.1	pericentriolar material 1 	220	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	-0.21	-0.24	0.29	2009, 2011
C10orf137	ENST00000337623.3	chromosome 10 open reading frame 137 	157	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.71	2007, 2009, 2011
PXN	ENST00000458477.2	paxillin 	484	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.21	0.68	2009, 2011
UST	ENST00000367463.4	uronyl-2-sulfotransferase 	933	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.21	-0.22	0.52	2009, 2011
COLQ	ENST00000383785.2	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase 	8	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	-0.21	-0.21	0.32	
CCDC88C	ENST00000389857.6	coiled-coil domain containing 88C 	42	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.52	2009, 2011
DVL2	ENST00000005340.5	dishevelled segment polarity protein 2 	864	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.47	2005, 2007, 2009, 2011
DTX4	ENST00000227451.3	deltex homolog 4 (Drosophila) 	5	3	1	2	0	0	0	0	0	1	hsa-miR-128-3p	-0.20	-0.20	0.94	2009, 2011
HOXB8	ENST00000239144.4	homeobox B8 	9	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.71	2007, 2009, 2011
ID3	ENST00000374561.5	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein 	1295	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.60	
NR2F6	ENST00000291442.3	nuclear receptor subfamily 2, group F, member 6 	814	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.20	-0.22	0.74	2007, 2011
PPIF	ENST00000225174.3	peptidylprolyl isomerase F 	9304	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.73	2009, 2011
ERC2	ENST00000288221.6	ELKS/RAB6-interacting/CAST family member 2 	11	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.77	2007, 2009, 2011
SLC6A6	ENST00000454876.2	solute carrier family 6 (neurotransmitter transporter), member 6 	280	1	0	0	1	2	1	1	0	1	hsa-miR-128-3p	-0.20	-0.22	0.78	2007, 2009, 2011
CCNG1	ENST00000340828.2	cyclin G1 	1547	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	-0.20	-0.33	0.76	2007, 2009, 2011
MED14	ENST00000324817.1	mediator complex subunit 14 	1038	1	0	0	1	2	0	2	0	3	hsa-miR-128-3p	-0.20	-0.27	0.78	2005, 2007, 2009, 2011
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.20	-0.20	0.75	2007, 2009, 2011
HGF	ENST00000222390.5	hepatocyte growth factor (hepapoietin A; scatter factor) 	18	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	-0.20	-0.20	0.62	
THAP1	ENST00000345117.2	THAP domain containing, apoptosis associated protein 1 	196	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	-0.20	-0.49	0.60	
SMARCA2	ENST00000349721.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 	158	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.35	2005, 2007, 2009, 2011
IGSF3	ENST00000369486.3	immunoglobulin superfamily, member 3 	141	1	0	1	0	2	0	0	2	2	hsa-miR-128-3p	-0.20	-0.33	0.64	2005, 2007, 2009, 2011
CCDC149	ENST00000504487.1	coiled-coil domain containing 149 	187	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	-0.20	-0.24	0.57	2011
CYB561D1	ENST00000496961.1	cytochrome b561 family, member D1 	105	2	0	2	0	2	0	2	0	0	hsa-miR-128-3p	-0.20	-0.21	0.20	2011
NEUROD4	ENST00000242994.3	neuronal differentiation 4 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.20	-0.20	0.29	2009, 2011
SAMD9L	ENST00000318238.4	sterile alpha motif domain containing 9-like 	5	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	< 0.1	2011
ARF3	ENST00000256682.4	ADP-ribosylation factor 3 	1093	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.26	0.88	2009, 2011
C15orf27	ENST00000388942.3	chromosome 15 open reading frame 27 	17	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.57	2005, 2007, 2009, 2011
RPGRIP1L	ENST00000262135.4	RPGRIP1-like 	55	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.20	-0.26	0.64	2007, 2009, 2011
H2AFY	ENST00000511689.1	H2A histone family, member Y 	2126	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.27	
LASP1	ENST00000318008.6	LIM and SH3 protein 1 	552	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	-0.20	-0.20	0.68	2009, 2011
GPR125	ENST00000334304.5	G protein-coupled receptor 125 	1042	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	-0.20	-0.22	0.72	
NIPAL4	ENST00000311946.7	NIPA-like domain containing 4 	17	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.68	2009, 2011
GRB2	ENST00000392563.1	growth factor receptor-bound protein 2 	2660	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.21	0.65	2007, 2009, 2011
GNB5	ENST00000261837.7	guanine nucleotide binding protein (G protein), beta 5 	513	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	-0.20	-0.27	< 0.1	2011
CCDC28B	ENST00000421922.2	coiled-coil domain containing 28B 	106	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.58	2009, 2011
DDX6	ENST00000264018.4	DEAD (Asp-Glu-Ala-Asp) box helicase 6 	11	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	-0.20	-0.20	0.42	2007, 2009, 2011
CCNT2	ENST00000295238.6	cyclin T2 	381	1	1	0	0	3	0	1	2	2	hsa-miR-128-3p	-0.20	-0.35	0.21	2011
