Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
AKAP10	ENST00000225737.6	A kinase (PRKA) anchor protein 10 	700	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.11	-0.11	0.25	2011
EFNA2	ENST00000215368.2	ephrin-A2 	83	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.10	0.33	2011
CEP85L	ENST00000368491.3	centrosomal protein 85kDa-like 	14	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.10	-0.20	0.70	2011
UBE2H	ENST00000355621.3	ubiquitin-conjugating enzyme E2H 	855	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.11	0.63	2005, 2007, 2009, 2011
WWP2	ENST00000359154.2	WW domain containing E3 ubiquitin protein ligase 2 	405	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.10	0.39	2009, 2011
SALL4	ENST00000217086.4	sal-like 4 (Drosophila) 	155	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.10	0.66	2011
BMP2K	ENST00000335016.5	BMP2 inducible kinase 	164	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.10	-0.10	0.58	
C1orf21	ENST00000235307.6	chromosome 1 open reading frame 21 	935	1	0	0	1	2	0	1	1	1	hsa-miR-219a-5p	-0.10	-0.13	0.66	2005, 2007, 2009, 2011
TLK1	ENST00000431350.2	tousled-like kinase 1 	200	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.13	0.64	2005, 2007, 2009, 2011
FBXW2	ENST00000608872.1	F-box and WD repeat domain containing 2 	227	1	0	0	1	1	0	0	1	0	hsa-miR-219a-5p	-0.10	-0.11	0.67	2005, 2007, 2009, 2011
NFIA	ENST00000403491.3	nuclear factor I/A 	5	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.10	-0.10	0.50	2011
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.15	0.65	2005, 2007, 2009, 2011
UBP1	ENST00000283629.3	upstream binding protein 1 (LBP-1a) 	1418	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.10	-0.10	0.36	2005, 2007
PNRC1	ENST00000336032.3	proline-rich nuclear receptor coactivator 1 	413	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.13	0.67	2005, 2007, 2009, 2011
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	1	0	0	1	1	0	1	0	0	hsa-miR-219a-5p	-0.10	-0.10	0.41	2007, 2009, 2011
HEPACAM	ENST00000298251.4	hepatic and glial cell adhesion molecule 	5	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.10	0.38	2009, 2011
HBP1	ENST00000222574.4	HMG-box transcription factor 1 	167	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.10	-0.10	0.25	2005, 2007
NIPAL2	ENST00000341166.3	NIPA-like domain containing 2 	7	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.09	-0.09	0.25	
GRIK3	ENST00000373091.3	glutamate receptor, ionotropic, kainate 3 	7	1	1	0	0	1	0	0	1	0	hsa-miR-219a-5p	-0.09	-0.09	0.69	2011
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.09	-0.14	0.93	2011
PRKAA2	ENST00000371244.4	protein kinase, AMP-activated, alpha 2 catalytic subunit 	561	1	1	0	0	1	0	0	1	0	hsa-miR-219a-5p	-0.09	-0.21	< 0.1	2009, 2011
CPNE3	ENST00000198765.4	copine III 	756	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.09	-0.09	0.25	
RXRA	ENST00000481739.1	retinoid X receptor, alpha 	609	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.09	-0.28	0.95	2009, 2011
PPIG	ENST00000260970.3	peptidylprolyl isomerase G (cyclophilin G) 	470	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.09	-0.20	0.81	
SLC16A7	ENST00000261187.4	solute carrier family 16 (monocarboxylate transporter), member 7 	73	1	1	0	0	2	1	0	1	3	hsa-miR-219a-5p	-0.09	-0.44	0.92	
SMEK1	ENST00000554684.1	SMEK homolog 1, suppressor of mek1 (Dictyostelium) 	713	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.09	-0.09	0.25	2007
ATP1A2	ENST00000361216.3	ATPase, Na+/K+ transporting, alpha 2 polypeptide 	5	1	0	0	1	1	0	0	1	1	hsa-miR-219a-5p	-0.08	-0.08	0.23	
BCORL1	ENST00000540052.1	BCL6 corepressor-like 1 	209	1	0	1	0	0	0	0	0	1	hsa-miR-219a-5p	-0.08	-0.19	0.92	2011
PCMT1	ENST00000367384.2	protein-L-isoaspartate (D-aspartate) O-methyltransferase 	573	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.08	-0.12	0.26	
CENPP	ENST00000375587.3	centromere protein P 	85	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.08	-0.18	0.63	2007, 2009, 2011
GLCE	ENST00000559420.2	glucuronic acid epimerase 	25	1	0	0	1	1	0	0	1	0	hsa-miR-219a-5p	-0.08	-0.10	0.50	2005, 2007, 2009, 2011
ZCCHC14	ENST00000268616.4	zinc finger, CCHC domain containing 14 	64	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.08	-0.09	0.51	2009, 2011
RPRD2	ENST00000539519.1	regulation of nuclear pre-mRNA domain containing 2 	280	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.08	-0.18	< 0.1	2011
MAPT	ENST00000344290.5	microtubule-associated protein tau 	11	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.08	-0.08	0.66	2011
FAM160B1	ENST00000369248.4	family with sequence similarity 160, member B1 	91	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.08	-0.08	0.22	2009
ENPP6	ENST00000296741.2	ectonucleotide pyrophosphatase/phosphodiesterase 6 	5	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.08	-0.08	0.48	2005, 2007, 2009, 2011
CECR2	ENST00000400573.5	cat eye syndrome chromosome region, candidate 2 	46	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.08	-0.09	0.64	2009, 2011
SMAD4	ENST00000398417.2	SMAD family member 4 	403	1	1	0	0	1	0	1	0	1	hsa-miR-219a-5p	-0.07	-0.27	< 0.1	2011
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.07	-0.09	0.66	2005, 2007, 2009, 2011
TET2	ENST00000545826.1	tet methylcytosine dioxygenase 2 	558	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.07	-0.07	ORF	
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.07	-0.07	ORF	2007, 2009
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	1	0	0	1	1	0	0	1	1	hsa-miR-219a-5p	-0.07	-0.09	0.51	2011
UBE2V1	ENST00000371657.5	ubiquitin-conjugating enzyme E2 variant 1 	1621	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.07	-0.07	0.40	2011
TOB2	ENST00000327492.3	transducer of ERBB2, 2 	71	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.07	-0.09	0.59	2009, 2011
OTP	ENST00000306422.3	orthopedia homeobox 	9	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.07	-0.07	0.53	2005, 2007, 2009, 2011
ABCB10	ENST00000344517.4	ATP-binding cassette, sub-family B (MDR/TAP), member 10 	53	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.07	-0.31	< 0.1	2011
SMC4	ENST00000357388.3	structural maintenance of chromosomes 4 	647	1	1	0	0	1	0	1	0	0	hsa-miR-219a-5p	-0.07	-0.50	< 0.1	2009, 2011
FBXO41	ENST00000295133.5	F-box protein 41 	175	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.06	-0.07	0.88	2007, 2009, 2011
ADCYAP1	ENST00000579794.1	adenylate cyclase activating polypeptide 1 (pituitary) 	35	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.06	-0.53	0.90	2009, 2011
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.06	-0.26	0.61	2011
COL4A3BP	ENST00000380494.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	134	2	0	0	2	0	0	0	0	1	hsa-miR-219a-5p	-0.06	-0.08	0.50	
LPHN1	ENST00000340736.6	latrophilin 1 	49	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.06	-0.09	0.85	2009, 2011
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.06	-0.06	0.40	2009, 2011
SPTBN1	ENST00000356805.4	spectrin, beta, non-erythrocytic 1 	959	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.06	-0.07	0.66	2007, 2009, 2011
FAM126B	ENST00000418596.3	family with sequence similarity 126, member B 	132	1	1	0	0	1	0	0	1	0	hsa-miR-219a-5p	-0.06	-0.20	0.66	2011
LARP4B	ENST00000316157.3	La ribonucleoprotein domain family, member 4B 	705	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.06	-0.15	0.95	2007, 2009, 2011
ROBO1	ENST00000436010.2	roundabout, axon guidance receptor, homolog 1 (Drosophila) 	546	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.06	-0.06	0.67	2005, 2007, 2009, 2011
SHC1	ENST00000368445.5	SHC (Src homology 2 domain containing) transforming protein 1 	482	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.30	0.73	2005, 2007, 2009, 2011
PTPRM	ENST00000332175.8	protein tyrosine phosphatase, receptor type, M 	553	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.05	-0.45	0.82	
TTBK1	ENST00000259750.4	tau tubulin kinase 1 	7	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.05	0.12	2005, 2007, 2009, 2011
FZD5	ENST00000295417.3	frizzled family receptor 5 	122	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.05	-0.49	0.92	2007, 2009, 2011
ZC3H4	ENST00000253048.5	zinc finger CCCH-type containing 4 	182	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.05	0.37	2007, 2009, 2011
BTBD7	ENST00000334746.5	BTB (POZ) domain containing 7 	590	2	2	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.06	0.33	2005, 2007, 2009, 2011
ATG14	ENST00000247178.5	autophagy related 14 	25	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.28	0.88	2005, 2007, 2009, 2011
DMXL1	ENST00000311085.8	Dmx-like 1 	136	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.14	0.62	2005, 2007, 2009, 2011
PPM1A	ENST00000395076.4	protein phosphatase, Mg2+/Mn2+ dependent, 1A 	412	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.27	0.88	2011
TNPO3	ENST00000393245.1	transportin 3 	30	1	0	0	1	1	0	0	1	0	hsa-miR-219a-5p	-0.05	-0.05	0.67	2005, 2007, 2009, 2011
CDH6	ENST00000265071.2	cadherin 6, type 2, K-cadherin (fetal kidney) 	213	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.05	-0.34	0.91	2011
SAP30	ENST00000296504.3	Sin3A-associated protein, 30kDa 	43	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.31	0.31	
TMEM135	ENST00000340353.7	transmembrane protein 135 	963	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.05	-0.36	0.53	2011
FNBP4	ENST00000263773.5	formin binding protein 4 	91	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.28	2005, 2007
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.52	2011
ATP8A2	ENST00000381655.2	ATPase, aminophospholipid transporter, class I, type 8A, member 2 	22	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.09	0.29	
NCAM2	ENST00000400546.1	neural cell adhesion molecule 2 	64	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.19	0.87	
DCLRE1C	ENST00000378289.4	DNA cross-link repair 1C 	29	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.04	-0.26	ORF	
NPAS3	ENST00000346562.2	neuronal PAS domain protein 3 	9	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.33	2011
FLG2	ENST00000388718.5	filaggrin family member 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.44	
PITPNM2	ENST00000280562.5	phosphatidylinositol transfer protein, membrane-associated 2 	66	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.05	0.92	2007, 2009, 2011
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.33	
SNTB2	ENST00000336278.4	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) 	254	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.04	-0.13	0.55	
DNAL1	ENST00000553645.2	dynein, axonemal, light chain 1 	81	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.04	-0.43	0.93	2009, 2011
TMEM189-UBE2V1	ENST00000341698.2	TMEM189-UBE2V1 readthrough 	1621	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.40	2005, 2007, 2005, 2007
TMEM189	ENST00000557021.1	transmembrane protein 189 	1621	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.04	-0.04	0.40	2011
SCN1A	ENST00000423058.2	sodium channel, voltage-gated, type I, alpha subunit 	21	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.04	-0.04	0.60	
LGALSL	ENST00000238875.5	lectin, galactoside-binding-like 	334	1	0	1	0	1	0	0	1	0	hsa-miR-219a-5p	-0.03	-0.40	0.75	2009, 2011
TCF12	ENST00000267811.5	transcription factor 12 	101	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.03	0.52	2005, 2007, 2009, 2011
STRBP	ENST00000447404.2	spermatid perinuclear RNA binding protein 	575	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.29	0.38	2011
NFIC	ENST00000589123.1	nuclear factor I/C (CCAAT-binding transcription factor) 	26	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.03	0.65	
MEGF8	ENST00000334370.4	multiple EGF-like-domains 8 	28	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.03	< 0.1	2009, 2011
APC2	ENST00000233607.2	adenomatosis polyposis coli 2 	10	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.03	< 0.1	2009, 2011
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.03	-0.03	0.86	2009, 2011
NAV1	ENST00000295624.6	neuron navigator 1 	702	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.03	-0.07	0.67	2009, 2011
REST	ENST00000309042.7	RE1-silencing transcription factor 	31	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.03	-0.18	0.93	2011
ZBTB17	ENST00000375743.4	zinc finger and BTB domain containing 17 	136	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.21	< 0.1	
CADM2	ENST00000383699.3	cell adhesion molecule 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.03	-0.03	0.34	2011
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	1	1	0	0	1	0	0	1	1	hsa-miR-219a-5p	-0.02	-0.12	0.89	2011
GPR61	ENST00000527748.1	G protein-coupled receptor 61 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.02	-0.02	0.72	2009, 2011
REPS2	ENST00000357277.3	RALBP1 associated Eps domain containing 2 	36	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	-0.02	-0.12	0.28	2009, 2011
USP14	ENST00000261601.7	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) 	561	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.02	-0.02	0.66	2009, 2011
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.02	-0.17	0.27	
ABHD8	ENST00000247706.3	abhydrolase domain containing 8 	115	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.39	0.79	2009, 2011
ATXN1	ENST00000244769.4	ataxin 1 	106	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.01	-0.02	0.43	2005, 2007
SCARB2	ENST00000264896.2	scavenger receptor class B, member 2 	5609	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.33	0.62	2009, 2011
PKNOX1	ENST00000291547.5	PBX/knotted 1 homeobox 1 	297	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.36	0.95	2005, 2007, 2009, 2011
SETD7	ENST00000274031.3	SET domain containing (lysine methyltransferase) 7 	76	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.17	0.23	2011
PAX2	ENST00000370296.2	paired box 2 	8	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.01	0.62	2009, 2011
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.01	0.48	
ZBTB44	ENST00000525842.1	zinc finger and BTB domain containing 44 	236	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.07	0.40	2009, 2011
BEND3	ENST00000369042.1	BEN domain containing 3 	13	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.01	-0.01	0.29	2011
MTMR3	ENST00000333027.3	myotubularin related protein 3 	123	1	0	0	1	0	0	0	0	2	hsa-miR-219a-5p	-0.01	-0.01	0.36	2005, 2007, 2011
CFL2	ENST00000341223.3	cofilin 2 (muscle) 	902	1	0	0	1	1	0	0	1	1	hsa-miR-219a-5p	-0.01	-0.16	0.22	
ILDR2	ENST00000469934.2	immunoglobulin-like domain containing receptor 2 	7	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.03	< 0.1	2011
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.01	0.23	
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.36	0.93	2007, 2009, 2011
SGMS2	ENST00000394684.4	sphingomyelin synthase 2 	111	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.01	0.31	2011
ARID3A	ENST00000263620.3	AT rich interactive domain 3A (BRIGHT-like) 	320	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	-0.01	-0.01	0.46	
TBC1D15	ENST00000550746.1	TBC1 domain family, member 15 	1164	1	1	0	0	1	0	1	0	0	hsa-miR-219a-5p	-0.01	-0.32	< 0.1	2011
PIGG	ENST00000296306.7	phosphatidylinositol glycan anchor biosynthesis, class G 	487	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	-0.01	-0.25	< 0.1	
GRAMD1B	ENST00000529750.1	GRAM domain containing 1B 	35	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.03	0.93	
DCAF10	ENST00000242323.7	DDB1 and CUL4 associated factor 10 	433	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.19	0.86	2007, 2009, 2011
FOXK2	ENST00000335255.5	forkhead box K2 	450	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.22	0.38	2007, 2009, 2011
BCAS3	ENST00000589222.1	breast carcinoma amplified sequence 3 	339	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.19	0.87	
ORC4	ENST00000392857.5	origin recognition complex, subunit 4 	1180	1	0	0	1	1	0	0	1	1	hsa-miR-219a-5p	0	-0.15	0.67	2011
ELOVL6	ENST00000394607.3	ELOVL fatty acid elongase 6 	901	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	0	-0.21	0.47	
AHSA2	ENST00000394457.3	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) 	820	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	0	-0.14	0.66	2011
BTBD9	ENST00000314100.6	BTB (POZ) domain containing 9 	65	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	0	-0.01	0.22	
ANGEL2	ENST00000535388.1	angel homolog 2 (Drosophila) 	218	1	0	0	1	0	0	0	0	1	hsa-miR-219a-5p	0	-0.17	0.62	
SOX14	ENST00000306087.1	SRY (sex determining region Y)-box 14 	5	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.50	0.80	2011
FTO	ENST00000471389.1	fat mass and obesity associated 	240	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	0	-0.03	0.67	
CAPS	ENST00000222125.5	calcyphosine 	12	1	0	1	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.55	0.95	2011
GABRB1	ENST00000295454.3	gamma-aminobutyric acid (GABA) A receptor, beta 1 	5	1	1	0	0	2	0	0	2	0	hsa-miR-219a-5p	0	-0.19	< 0.1	
CD226	ENST00000581982.1	CD226 molecule 	8	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	0	-0.33	< 0.1	
GPR174	ENST00000276077.1	G protein-coupled receptor 174 	5	1	1	0	0	0	0	0	0	0	hsa-miR-219a-5p	0	-0.18	< 0.1	
NEUROD2	ENST00000302584.4	neuronal differentiation 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-219a-5p	0	-0.09	0.44	2007, 2011
ABI2	ENST00000295851.5	abl-interactor 2 	877	1	0	0	1	1	0	0	1	2	hsa-miR-219a-5p	0	-0.02	0.62	
AKAP6	ENST00000557272.1	A kinase (PRKA) anchor protein 6 	5	1	1	0	0	0	0	0	0	2	hsa-miR-219a-5p	0	-0.03	< 0.1	2009, 2011
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	0	-0.09	0.93	
FAM115A	ENST00000355951.2	family with sequence similarity 115, member A 	5	1	1	0	0	0	0	0	0	1	hsa-miR-219a-5p	0	-0.33	0.43	2011
