Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
STRBP	ENST00000447404.2	spermatid perinuclear RNA binding protein 	575	1	1	0	0	1	0	0	1	0	rno-miR-219a-5p	-0.03	-0.34	0.38	2011
ERG	ENST00000398905.1	v-ets avian erythroblastosis virus E26 oncogene homolog 	184	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.03	-0.35	0.92	2005, 2007, 2009, 2011
NPAS3	ENST00000346562.2	neuronal PAS domain protein 3 	9	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.03	-0.03	0.33	2011
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.03	-0.03	0.33	
REST	ENST00000309042.7	RE1-silencing transcription factor 	31	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	-0.03	-0.17	0.93	2011
LGALSL	ENST00000238875.5	lectin, galactoside-binding-like 	334	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.03	-0.29	0.72	2009, 2011
PITPNM2	ENST00000280562.5	phosphatidylinositol transfer protein, membrane-associated 2 	66	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.03	0.92	2007, 2009, 2011
ABHD8	ENST00000247706.3	abhydrolase domain containing 8 	115	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.61	0.79	
SMAD4	ENST00000398417.2	SMAD family member 4 	403	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.14	< 0.1	2011
DNAL1	ENST00000553645.2	dynein, axonemal, light chain 1 	81	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.39	0.93	2009, 2011
COL4A3BP	ENST00000380494.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	134	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.02	-0.07	0.34	
PTPRM	ENST00000332175.8	protein tyrosine phosphatase, receptor type, M 	553	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.34	0.82	
FBXW2	ENST00000608872.1	F-box and WD repeat domain containing 2 	227	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.15	0.67	2005, 2007, 2009, 2011
ARID3A	ENST00000263620.3	AT rich interactive domain 3A (BRIGHT-like) 	320	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.02	0.46	
PAX2	ENST00000370296.2	paired box 2 	8	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.02	0.62	2009, 2011
CLYBL	ENST00000376355.3	citrate lyase beta like 	108	2	0	2	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.38	> 0.99	2011
SCARB2	ENST00000264896.2	scavenger receptor class B, member 2 	5609	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.02	-0.39	0.62	2009, 2011
PPP2CA	ENST00000481195.1	protein phosphatase 2, catalytic subunit, alpha isozyme 	11344	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.20	0.67	2005, 2007
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.01	0.48	
PKNOX1	ENST00000291547.5	PBX/knotted 1 homeobox 1 	297	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.40	0.95	2005, 2007, 2009, 2011
XPOT	ENST00000332707.5	exportin, tRNA 	887	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.13	0.61	2011
FZD5	ENST00000295417.3	frizzled family receptor 5 	122	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.32	0.92	2007, 2009, 2011
ZBTB44	ENST00000525842.1	zinc finger and BTB domain containing 44 	236	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.01	-0.06	0.40	2009, 2011
FTO	ENST00000471389.1	fat mass and obesity associated 	240	1	0	0	1	0	0	0	0	1	rno-miR-219a-5p	-0.01	-0.02	0.67	
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.01	0.23	
ATXN1	ENST00000244769.4	ataxin 1 	106	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.01	0.43	2005, 2007
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.34	0.93	2007, 2009, 2011
MMS19	ENST00000327277.7	MMS19 nucleotide excision repair homolog (S. cerevisiae) 	1062	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.35	0.92	
SETD7	ENST00000274031.3	SET domain containing (lysine methyltransferase) 7 	76	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	-0.01	-0.10	0.23	2011
DCAF10	ENST00000242323.7	DDB1 and CUL4 associated factor 10 	433	1	1	0	0	1	0	1	0	1	rno-miR-219a-5p	-0.01	-0.34	0.86	2007, 2009, 2011
SH3D19	ENST00000409598.4	SH3 domain containing 19 	245	1	0	1	0	0	0	0	0	1	rno-miR-219a-5p	0	-0.38	0.94	2007, 2009, 2011
DMXL1	ENST00000311085.8	Dmx-like 1 	136	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.08	0.62	2005, 2007, 2009, 2011
BCAS3	ENST00000589222.1	breast carcinoma amplified sequence 3 	339	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.17	0.87	
VGLL3	ENST00000398399.2	vestigial like 3 (Drosophila) 	187	1	1	0	0	1	0	0	1	1	rno-miR-219a-5p	0	-0.13	< 0.1	2009, 2011
FBXO41	ENST00000295133.5	F-box protein 41 	175	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.12	0.88	2007, 2009, 2011
FOXK2	ENST00000335255.5	forkhead box K2 	450	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.18	0.38	2007, 2009, 2011
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.06	0.66	2005, 2007, 2009, 2011
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.05	0.91	2011
MTMR3	ENST00000333027.3	myotubularin related protein 3 	123	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.01	0.36	2005, 2007, 2011
WEE1	ENST00000299613.6	WEE1 homolog (S. pombe) 	331	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.12	0.67	2005, 2007, 2009, 2011
LSM10	ENST00000315732.2	LSM10, U7 small nuclear RNA associated 	1508	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.29	0.39	
ORC4	ENST00000392857.5	origin recognition complex, subunit 4 	1180	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.16	0.67	2011
SOX14	ENST00000306087.1	SRY (sex determining region Y)-box 14 	5	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.48	0.80	2011
CRLF3	ENST00000324238.6	cytokine receptor-like factor 3 	5	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.40	0.93	
ABI2	ENST00000295851.5	abl-interactor 2 	877	1	0	0	1	1	0	1	0	0	rno-miR-219a-5p	0	-0.09	0.61	
CD226	ENST00000581982.1	CD226 molecule 	8	1	1	0	0	0	0	0	0	1	rno-miR-219a-5p	0	-0.48	< 0.1	
CAPS	ENST00000222125.5	calcyphosine 	12	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.62	0.95	2011
PNRC1	ENST00000336032.3	proline-rich nuclear receptor coactivator 1 	413	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.12	0.67	2005, 2007, 2009, 2011
AKAP6	ENST00000557272.1	A kinase (PRKA) anchor protein 6 	5	1	1	0	0	1	0	1	0	0	rno-miR-219a-5p	0	-0.15	< 0.1	2009, 2011
NEUROD2	ENST00000302584.4	neuronal differentiation 2 	5	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.11	0.44	2007, 2011
ZBTB7C	ENST00000535628.2	zinc finger and BTB domain containing 7C 	23	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.26	0.94	
LARP4B	ENST00000316157.3	La ribonucleoprotein domain family, member 4B 	705	1	0	1	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.24	0.95	2007, 2009, 2011
SFMBT1	ENST00000394752.3	Scm-like with four mbt domains 1 	116	1	1	0	0	0	0	0	0	0	rno-miR-219a-5p	0	-0.12	0.93	
SPTBN1	ENST00000356805.4	spectrin, beta, non-erythrocytic 1 	959	1	0	0	1	0	0	0	0	0	rno-miR-219a-5p	0	-0.04	0.66	2007, 2009, 2011
