Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Anp32b	ENSMUST00000102926.4	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B 	16234	1	0	0	1	1	0	0	1	0	mmu-miR-9-5p	-0.27	-0.27	0.65	2005, 2007, 2009, 2011
Nek1	ENSMUST00000034065.8	NIMA (never in mitosis gene a)-related expressed kinase 1 	518	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.27	-0.27	0.34	2005, 2007
Tmem136	ENSMUST00000061833.4	transmembrane protein 136 	133	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.27	-0.35	0.90	2009, 2011
Ptchd4	ENSMUST00000048691.4	patched domain containing 4 	25	1	0	1	0	3	0	1	2	4	mmu-miR-9-5p	-0.27	-0.43	0.89	2011
Cntn3	ENSMUST00000032159.6	contactin 3 	5	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.27	-0.27	0.89	2007, 2009, 2011
Gm9804	ENSMUST00000056234.3	predicted gene 9804 	92	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.27	-0.27	0.88	
Dpysl5	ENSMUST00000114729.2	dihydropyrimidinase-like 5 	364	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.27	-0.27	0.71	2009, 2011
Pxdn	ENSMUST00000122328.2	peroxidasin homolog (Drosophila) 	2118	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.27	-0.27	0.98	2007, 2011
Mdga2	ENSMUST00000113942.2	MAM domain containing glycosylphosphatidylinositol anchor 2 	3	1	1	0	0	2	0	0	2	1	mmu-miR-9-5p	-0.27	-0.37	< 0.1	2007, 2009, 2011
Rnf24	ENSMUST00000059372.5	ring finger protein 24 	141	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.27	-0.27	0.88	2005, 2007, 2009, 2011
Ar	ENSMUST00000052837.7	androgen receptor 	496	1	1	0	0	3	0	0	3	4	mmu-miR-9-5p	-0.27	-0.27	0.79	
Rnf128	ENSMUST00000113026.1	ring finger protein 128 	612	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.27	-0.27	0.62	2005, 2007, 2009, 2011
Cyb561	ENSMUST00000184086.2	cytochrome b-561 	101	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.27	-0.29	< 0.1	2007, 2009, 2011
Lin28a	ENSMUST00000051674.2	lin-28 homolog A (C. elegans) 	1253	1	0	1	0	1	0	1	0	2	mmu-miR-9-5p	-0.26	-0.35	0.88	2007, 2009, 2011
Nedd4	ENSMUST00000034740.9	neural precursor cell expressed, developmentally down-regulated 4 	10656	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.28	0.56	2005, 2007, 2009, 2011
Slc9a1	ENSMUST00000030669.7	solute carrier family 9 (sodium/hydrogen exchanger), member 1 	451	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.26	0.91	2005, 2007, 2009, 2011
Pygo2	ENSMUST00000060061.5	pygopus 2 	537	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.27	0.81	2005, 2007, 2009, 2011
4930506M07Rik	ENSMUST00000163821.1	RIKEN cDNA 4930506M07 gene 	401	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.26	ORF	2007
Gpr123	ENSMUST00000026548.8	G protein-coupled receptor 123 	12	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.37	0.56	2007, 2009, 2011
Crebrf	ENSMUST00000062519.8	CREB3 regulatory factor 	256	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.26	-0.26	0.93	2007, 2009, 2011
Zic5	ENSMUST00000039118.6	zinc finger protein of the cerebellum 5 	259	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.28	0.90	2007
Hes1	ENSMUST00000023171.7	hairy and enhancer of split 1 (Drosophila) 	349	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.29	0.71	2005, 2007, 2009, 2011
Thbs2	ENSMUST00000170872.1	thrombospondin 2 	440	1	0	0	1	1	1	0	0	0	mmu-miR-9-5p	-0.26	-0.38	0.73	2005, 2007, 2011
Dusp6	ENSMUST00000020118.4	dual specificity phosphatase 6 	2676	1	0	0	1	1	0	0	1	1	mmu-miR-9-5p	-0.26	-0.26	0.76	2005, 2007, 2009, 2011
Jakmip2	ENSMUST00000082254.6	janus kinase and microtubule interacting protein 2 	15	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.26	0.86	2007, 2011
Man1a2	ENSMUST00000008907.8	mannosidase, alpha, class 1A, member 2 	1473	1	0	1	0	3	0	1	2	0	mmu-miR-9-5p	-0.26	-0.33	0.87	2005, 2007, 2009, 2011
Shisa2	ENSMUST00000053949.5	shisa homolog 2 (Xenopus laevis) 	632	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.28	0.61	2007, 2009, 2011
Amigo2	ENSMUST00000053106.5	adhesion molecule with Ig like domain 2 	125	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.29	0.29	2005, 2007, 2009, 2011
C1ql1	ENSMUST00000057849.5	complement component 1, q subcomponent-like 1 	15	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.26	0.88	2005, 2007, 2011
Ppp6r3	ENSMUST00000113997.3	protein phosphatase 6, regulatory subunit 3 	5638	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.26	-0.27	0.89	2007, 2009, 2011
Zc3h10	ENSMUST00000040572.4	zinc finger CCCH type containing 10 	169	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.27	0.89	2005, 2007, 2009, 2011
Insig1	ENSMUST00000059155.10	insulin induced gene 1 	5734	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.26	-0.26	0.60	2005, 2007, 2009, 2011
Fgf12	ENSMUST00000100024.1	fibroblast growth factor 12 	18	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.26	-0.28	0.55	2005, 2007, 2009, 2011
Sh2b3	ENSMUST00000086310.2	SH2B adaptor protein 3 	1259	1	1	0	0	1	1	0	0	0	mmu-miR-9-5p	-0.26	-0.30	0.88	2007
Hic2	ENSMUST00000090190.6	hypermethylated in cancer 2 	70	2	1	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.26	-0.27	0.98	2005, 2007, 2009, 2011
Fnbp4	ENSMUST00000013759.5	formin binding protein 4 	1814	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.33	< 0.1	2009, 2011
Phf20l1	ENSMUST00000048188.8	PHD finger protein 20-like 1 	862	2	0	1	1	2	1	1	0	0	mmu-miR-9-5p	-0.26	-0.30	0.99	2005, 2007, 2009, 2011
Rnf144a	ENSMUST00000020971.7	ring finger protein 144A 	287	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.26	-0.28	0.89	2007, 2009, 2011
Phip	ENSMUST00000034787.6	pleckstrin homology domain interacting protein 	1734	1	0	0	1	1	0	1	0	1	mmu-miR-9-5p	-0.25	-0.35	0.81	2009, 2011
Cttnbp2nl	ENSMUST00000077548.6	CTTNBP2 N-terminal like 	823	1	0	1	0	4	0	3	1	4	mmu-miR-9-5p	-0.25	-0.34	0.88	2005, 2007, 2011
Crim1	ENSMUST00000112498.2	cysteine rich transmembrane BMP regulator 1 (chordin like) 	926	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.26	0.85	2005, 2007, 2011
Ypel2	ENSMUST00000018571.4	yippee-like 2 (Drosophila) 	27	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.25	-0.46	0.77	2005, 2007, 2009, 2011
Trmt10b	ENSMUST00000044673.3	tRNA methyltransferase 10B 	204	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	0.66	2007, 2009, 2011
Grwd1	ENSMUST00000107723.3	glutamate-rich WD repeat containing 1 	2313	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	< 0.1	2007, 2009, 2011
Rnf111	ENSMUST00000034739.6	ring finger 111 	253	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	0.92	2005, 2007, 2009, 2011
Gskip	ENSMUST00000051934.5	GSK3B interacting protein 	691	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.27	0.89	2007, 2009, 2011
Nhlh2	ENSMUST00000066187.4	nescient helix loop helix 2 	5	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.25	-0.25	0.89	2005, 2007, 2011
Krt222	ENSMUST00000103132.4	keratin 222 	36	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.25	-0.51	0.88	2007, 2009, 2011
Arx	ENSMUST00000113947.3	aristaless related homeobox 	7	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	0.82	2009, 2011
Samd11	ENSMUST00000179919.1	sterile alpha motif domain containing 11 	5	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	< 0.1	2005
Dyrk1b	ENSMUST00000085901.7	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b 	235	1	1	0	0	2	1	1	0	3	mmu-miR-9-5p	-0.25	-0.29	0.97	2005, 2007, 2009, 2011
Sacs	ENSMUST00000119943.2	sacsin 	66	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	0.72	2005, 2007
Plbd1	ENSMUST00000032336.4	phospholipase B domain containing 1 	64	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.30	0.45	2007, 2009, 2011
Grsf1	ENSMUST00000078945.6	G-rich RNA sequence binding factor 1 	6066	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.25	-0.28	0.89	2005, 2007, 2009, 2011
Slc18a2	ENSMUST00000026084.3	solute carrier family 18 (vesicular monoamine), member 2 	30	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.25	-0.25	0.89	2007, 2009, 2011
Zfp131	ENSMUST00000177916.2	zinc finger protein 131 	5	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	0.74	2009, 2011
Fam13c	ENSMUST00000062883.6	family with sequence similarity 13, member C 	493	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.25	-0.25	0.71	2007, 2009, 2011
8030462N17Rik	ENSMUST00000074653.4	RIKEN cDNA 8030462N17 gene 	353	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.25	-0.25	0.73	2009, 2011
Mrfap1	ENSMUST00000068795.3	Morf4 family associated protein 1 	113	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.24	-0.26	0.75	2005, 2007, 2009, 2011
Tgfbr2	ENSMUST00000061101.5	transforming growth factor, beta receptor II 	1676	1	0	0	1	1	0	1	0	2	mmu-miR-9-5p	-0.24	-0.28	0.60	2007, 2009, 2011
Mypn	ENSMUST00000095580.2	myopalladin 	16	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.90	2005, 2007, 2011
Egln3	ENSMUST00000039516.3	egl-9 family hypoxia-inducible factor 3 	694	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.84	2005, 2007, 2009, 2011
Sort1	ENSMUST00000102632.5	sortilin 1 	4901	1	0	1	0	2	0	0	2	1	mmu-miR-9-5p	-0.24	-0.27	0.88	2005, 2007, 2009, 2011
Fam46a	ENSMUST00000034802.9	family with sequence similarity 46, member A 	261	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.24	-0.24	0.93	2007, 2011
Tbc1d8	ENSMUST00000054462.5	TBC1 domain family, member 8 	373	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.88	2005, 2009, 2011
Hoxa11	ENSMUST00000048026.9	homeobox A11 	7	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.88	2005, 2007, 2009, 2011
Rab3il1	ENSMUST00000121418.2	RAB3A interacting protein (rabin3)-like 1 	267	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.24	-0.24	0.49	2005, 2007, 2009, 2011
Uhrf1	ENSMUST00000001258.9	ubiquitin-like, containing PHD and RING finger domains, 1 	143	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.74	2005, 2007, 2009, 2011
Dennd1a	ENSMUST00000102787.4	DENN/MADD domain containing 1A 	426	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.61	2005, 2007, 2009, 2011
Bcl6	ENSMUST00000023151.5	B cell leukemia/lymphoma 6 	37	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.24	-0.24	0.89	2005, 2007, 2009, 2011
Atp11c	ENSMUST00000154051.2	ATPase, class VI, type 11C 	407	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.24	-0.28	0.44	2005, 2007, 2009, 2011
2510039O18Rik	ENSMUST00000103232.1	RIKEN cDNA 2510039O18 gene 	1121	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.84	2009, 2011
Aebp2	ENSMUST00000032359.9	AE binding protein 2 	5753	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.89	2005, 2007, 2009, 2011
1200014J11Rik	ENSMUST00000021135.3	RIKEN cDNA 1200014J11 gene 	434	2	0	1	1	2	0	1	1	1	mmu-miR-9-5p	-0.24	-0.49	0.97	2007, 2009, 2011
Dedd	ENSMUST00000111300.2	death effector domain-containing 	678	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.25	0.70	2005, 2007, 2009, 2011
Fam46d	ENSMUST00000101292.3	family with sequence similarity 46, member D 	5	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	< 0.1	2007, 2011
Slc25a36	ENSMUST00000085206.5	solute carrier family 25, member 36 	885	2	0	1	1	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.29	0.92	2005, 2007, 2009, 2011
Arid1a	ENSMUST00000145664.3	AT rich interactive domain 1A (SWI-like) 	73	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.24	-0.24	0.78	2005, 2007, 2009, 2011
Dupd1	ENSMUST00000073870.5	dual specificity phosphatase and pro isomerase domain containing 1 	176	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.54	2009, 2011
Arhgef17	ENSMUST00000107032.1	Rho guanine nucleotide exchange factor (GEF) 17 	929	1	1	0	0	1	0	0	1	3	mmu-miR-9-5p	-0.24	-0.24	0.94	2005, 2007, 2009, 2011
Adcy5	ENSMUST00000114913.1	adenylate cyclase 5 	377	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.95	2009, 2011
Kif24	ENSMUST00000108055.3	kinesin family member 24 	81	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.50	0.93	2007
Vangl1	ENSMUST00000029453.7	vang-like 1 (van gogh, Drosophila) 	140	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.24	-0.27	0.81	2007, 2011
Ptbp3	ENSMUST00000030076.6	polypyrimidine tract binding protein 3 	2804	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.25	0.99	2007, 2011
Otud7b	ENSMUST00000090785.3	OTU domain containing 7B 	1151	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.24	-0.24	0.85	2007, 2009, 2011
Rhoq	ENSMUST00000024956.9	ras homolog gene family, member Q 	3696	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.24	-0.46	0.77	2007, 2011
Slc38a4	ENSMUST00000023101.4	solute carrier family 38, member 4 	3191	1	0	0	1	2	0	1	1	2	mmu-miR-9-5p	-0.24	-0.28	0.90	2005, 2007, 2009, 2011
Atf1	ENSMUST00000023769.5	activating transcription factor 1 	446	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.23	0.88	2007, 2009, 2011
Kcnk3	ENSMUST00000066295.2	potassium channel, subfamily K, member 3 	937	1	0	1	0	1	0	0	1	2	mmu-miR-9-5p	-0.23	-0.24	0.85	2005, 2007, 2009, 2011
Timm17a	ENSMUST00000081104.4	translocase of inner mitochondrial membrane 17a 	10539	1	0	1	0	3	0	1	2	4	mmu-miR-9-5p	-0.23	-0.46	0.80	2005, 2007, 2009, 2011
Fam199x	ENSMUST00000047852.7	family with sequence similarity 199, X-linked 	16	2	0	2	0	1	1	0	0	0	mmu-miR-9-5p	-0.23	-0.38	0.96	2009, 2011
Cc2d1b	ENSMUST00000030320.7	coiled-coil and C2 domain containing 1B 	62	1	1	0	0	2	1	1	0	1	mmu-miR-9-5p	-0.23	-0.32	0.90	2007, 2009, 2011
1190002N15Rik	ENSMUST00000113028.1	RIKEN cDNA 1190002N15 gene 	1020	1	0	0	1	1	0	1	0	1	mmu-miR-9-5p	-0.23	-0.24	0.70	2009, 2011
Npy1r	ENSMUST00000039303.5	neuropeptide Y receptor Y1 	60	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.23	0.63	2005, 2007, 2009, 2011
Rap1b	ENSMUST00000064667.7	RAS related protein 1b 	10115	1	0	0	1	1	0	1	0	0	mmu-miR-9-5p	-0.23	-0.33	0.92	2005, 2007, 2009, 2011
Ppm1l	ENSMUST00000029355.7	protein phosphatase 1 (formerly 2C)-like 	336	1	0	1	0	4	1	0	3	2	mmu-miR-9-5p	-0.23	-0.35	0.48	2005, 2007, 2009, 2011
Gpr137c	ENSMUST00000146150.1	G protein-coupled receptor 137C 	55	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.26	0.86	
Ppapdc2	ENSMUST00000045674.3	phosphatidic acid phosphatase type 2 domain containing 2 	189	1	1	0	0	1	1	0	0	0	mmu-miR-9-5p	-0.23	-0.47	0.17	2007, 2009, 2011
Elavl1	ENSMUST00000098950.4	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) 	4033	2	2	0	0	1	0	1	0	2	mmu-miR-9-5p	-0.23	-0.37	0.97	2005, 2007, 2009, 2011
Flrt3	ENSMUST00000110057.2	fibronectin leucine rich transmembrane protein 3 	127	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.24	0.87	2005, 2007, 2009, 2011
Ptchd1	ENSMUST00000038665.5	patched domain containing 1 	14	2	2	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.41	0.96	2009, 2011
Rnf19a	ENSMUST00000022890.8	ring finger protein 19A 	205	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.35	0.90	2007, 2009, 2011
Ammecr1	ENSMUST00000041317.2	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 	88	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.24	0.93	2007
Tnfrsf21	ENSMUST00000024708.4	tumor necrosis factor receptor superfamily, member 21 	460	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.24	0.61	2005, 2007, 2009, 2011
Eif4e	ENSMUST00000029803.7	eukaryotic translation initiation factor 4E 	1238	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.23	0.89	2005, 2007, 2009, 2011
Ube2h	ENSMUST00000102993.4	ubiquitin-conjugating enzyme E2H 	1830	1	0	0	1	1	0	1	0	0	mmu-miR-9-5p	-0.23	-0.23	0.84	2005, 2007, 2009, 2011
Mpp3	ENSMUST00000100400.3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) 	235	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.25	0.83	2007, 2009, 2011
Adamts5	ENSMUST00000023611.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) 	857	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.23	-0.23	0.89	2005, 2007, 2009, 2011
Itpkc	ENSMUST00000003850.7	inositol 1,4,5-trisphosphate 3-kinase C 	144	1	1	0	0	1	0	0	1	2	mmu-miR-9-5p	-0.23	-0.24	0.86	2005, 2007, 2009, 2011
Xpr1	ENSMUST00000027741.6	xenotropic and polytropic retrovirus receptor 1 	1027	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.23	0.69	2005, 2007, 2009, 2011
Myh9	ENSMUST00000016771.7	myosin, heavy polypeptide 9, non-muscle 	1027	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.23	0.76	2005, 2007, 2009, 2011
Arl4c	ENSMUST00000159814.1	ADP-ribosylation factor-like 4C 	131	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.23	0.73	2007, 2009, 2011
Arpp21	ENSMUST00000111872.3	cyclic AMP-regulated phosphoprotein, 21 	14	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.23	0.83	2007, 2009, 2011
En1	ENSMUST00000079721.8	engrailed 1 	179	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.23	0.65	2005, 2007, 2009, 2011
Bnc2	ENSMUST00000176612.2	basonuclin 2 	291	2	1	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.23	0.57	2007, 2009, 2011
Fam126b	ENSMUST00000161600.2	family with sequence similarity 126, member B 	493	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.28	0.59	2009, 2011
Fam46c	ENSMUST00000061455.8	family with sequence similarity 46, member C 	70	1	0	1	0	2	0	1	1	1	mmu-miR-9-5p	-0.23	-0.23	0.75	2005, 2007, 2011
Klf7	ENSMUST00000114086.2	Kruppel-like factor 7 (ubiquitous) 	1571	2	0	0	2	1	0	0	1	1	mmu-miR-9-5p	-0.23	-0.24	0.87	
Ptbp1	ENSMUST00000165704.2	polypyrimidine tract binding protein 1 	1338	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.23	-0.23	0.88	2005, 2007, 2009, 2011
Cd151	ENSMUST00000106000.3	CD151 antigen 	7027	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.23	-0.23	0.49	2005, 2007, 2009, 2011
Zbtb38	ENSMUST00000152594.2	zinc finger and BTB domain containing 38 	1147	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.23	-0.23	0.88	2007
Dio2	ENSMUST00000082432.3	deiodinase, iodothyronine, type II 	24	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.22	-0.25	0.88	2005, 2007, 2009, 2011
Ipo13	ENSMUST00000036156.5	importin 13 	611	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.23	0.79	2005, 2007, 2009, 2011
Olr1	ENSMUST00000032265.7	oxidized low density lipoprotein (lectin-like) receptor 1 	47	1	1	0	0	0	0	0	0	3	mmu-miR-9-5p	-0.22	-0.23	< 0.1	2005, 2007, 2009, 2011
Dnajb1	ENSMUST00000005620.8	DnaJ (Hsp40) homolog, subfamily B, member 1 	4591	1	0	1	0	1	0	1	0	0	mmu-miR-9-5p	-0.22	-0.29	0.86	2005, 2007, 2009, 2011
Scn2b	ENSMUST00000170998.2	sodium channel, voltage-gated, type II, beta 	51	1	0	1	0	2	0	0	2	0	mmu-miR-9-5p	-0.22	-0.22	0.73	2005, 2007, 2009, 2011
Dyrk1a	ENSMUST00000023614.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a 	1400	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.23	0.86	2005, 2007, 2009, 2011
Car7	ENSMUST00000159416.2	carbonic anhydrase 7 	33	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.22	-0.22	0.30	2009, 2011
Fyttd1	ENSMUST00000171325.2	forty-two-three domain containing 1 	1204	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.38	0.88	2005, 2007, 2009, 2011
Tmem200c	ENSMUST00000178545.1	transmembrane protein 200C 	17	1	0	0	1	0	0	0	0	2	mmu-miR-9-5p	-0.22	-0.23	0.61	2011
Cnot6l	ENSMUST00000155901.2	CCR4-NOT transcription complex, subunit 6-like 	632	1	0	1	0	2	0	2	0	5	mmu-miR-9-5p	-0.22	-0.33	0.78	2007, 2009, 2011
Tmem87b	ENSMUST00000110325.2	transmembrane protein 87B 	610	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.22	-0.24	0.85	2007, 2009, 2011
Slc33a1	ENSMUST00000029402.9	solute carrier family 33 (acetyl-CoA transporter), member 1 	576	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.22	-0.23	0.85	2005, 2007, 2009, 2011
Gnai1	ENSMUST00000074694.5	guanine nucleotide binding protein (G protein), alpha inhibiting 1 	101	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.43	2007, 2009, 2011
Ctnnal1	ENSMUST00000045142.9	catenin (cadherin associated protein), alpha-like 1 	168	1	0	0	1	1	0	0	1	2	mmu-miR-9-5p	-0.22	-0.22	0.90	2009, 2011
Atf2	ENSMUST00000112010.3	activating transcription factor 2 	919	1	0	1	0	1	0	0	1	3	mmu-miR-9-5p	-0.22	-0.31	0.89	2009, 2011
Nptx1	ENSMUST00000026670.4	neuronal pentraxin 1 	13	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.22	-0.22	0.89	2005, 2007, 2009, 2011
Btbd10	ENSMUST00000047091.8	BTB (POZ) domain containing 10 	201	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.65	2005, 2007, 2009, 2011
Fam19a4	ENSMUST00000089295.4	family with sequence similarity 19, member A4 	17	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.41	2005, 2007, 2009, 2011
Stam	ENSMUST00000102960.5	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	533	1	1	0	0	1	1	0	0	1	mmu-miR-9-5p	-0.22	-0.31	0.98	2005, 2007, 2009, 2011
Tmem28	ENSMUST00000096363.2	transmembrane protein 28 	64	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.71	2005
Gpt2	ENSMUST00000034136.6	glutamic pyruvate transaminase (alanine aminotransferase) 2 	2970	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.22	-0.27	0.73	2005, 2007, 2009, 2011
Bahd1	ENSMUST00000036578.6	bromo adjacent homology domain containing 1 	147	2	1	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.22	-0.22	0.94	2005, 2007, 2009, 2011
Got1	ENSMUST00000026196.8	glutamate oxaloacetate transaminase 1, soluble 	9458	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.87	2005, 2007, 2009, 2011
Zbtb41	ENSMUST00000039867.7	zinc finger and BTB domain containing 41 homolog 	806	3	1	1	1	0	0	0	0	1	mmu-miR-9-5p	-0.22	-0.28	> 0.99	2007, 2009, 2011
Ikzf2	ENSMUST00000027146.3	IKAROS family zinc finger 2 	131	1	0	1	0	1	1	0	0	0	mmu-miR-9-5p	-0.22	-0.28	0.81	2007, 2009, 2011
