Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Kpnb1	ENSMUST00000001479.4	karyopherin (importin) beta 1 	5727	1	0	1	0	2	0	1	1	0	mmu-miR-124-3p.1	-0.25	-1.09	0.81	2009, 2011
Lman1	ENSMUST00000048260.8	lectin, mannose-binding, 1 	1627	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.26	0.88	2009, 2011
Zfp661	ENSMUST00000110366.2	zinc finger protein 661 	28	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.25	0.86	2009, 2011
Nhlh1	ENSMUST00000059794.3	nescient helix loop helix 1 	5	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.25	0.69	2005, 2007, 2009, 2011
Hivep3	ENSMUST00000106307.3	human immunodeficiency virus type I enhancer binding protein 3 	160	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.25	-0.25	0.92	2005, 2007, 2009, 2011
0610030E20Rik	ENSMUST00000077783.3	RIKEN cDNA 0610030E20 gene 	1246	1	1	0	0	1	0	0	1	2	mmu-miR-124-3p.1	-0.25	-0.27	< 0.1	2011
G3bp2	ENSMUST00000169094.2	GTPase activating protein (SH3 domain) binding protein 2 	6218	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.28	0.89	2005, 2009, 2011
Rala	ENSMUST00000009003.7	v-ral simian leukemia viral oncogene homolog A (ras related) 	1380	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.53	0.80	2005, 2007, 2009, 2011
Katna1	ENSMUST00000165806.2	katanin p60 (ATPase-containing) subunit A1 	1939	1	0	0	1	1	0	0	1	1	mmu-miR-124-3p.1	-0.25	-0.32	0.83	2009, 2011
Scn4b	ENSMUST00000060125.5	sodium channel, type IV, beta 	525	1	1	0	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.25	-0.25	0.75	2005, 2007, 2009, 2011
Tcf3	ENSMUST00000105344.2	transcription factor 3 	1025	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.25	-0.25	0.82	2005, 2007, 2009, 2011
Sestd1	ENSMUST00000102660.2	SEC14 and spectrin domains 1 	260	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.25	0.95	2005, 2007, 2009, 2011
Sept9	ENSMUST00000093907.5	septin 9 	8050	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.25	-0.25	0.86	2005, 2007, 2009, 2011
Usp1	ENSMUST00000030289.3	ubiquitin specific peptidase 1 	3669	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.25	-0.25	< 0.1	2005, 2007, 2009, 2011
Bicd2	ENSMUST00000048544.7	bicaudal D homolog 2 (Drosophila) 	340	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.25	-0.25	0.90	2005, 2007, 2009, 2011
Ikzf2	ENSMUST00000027146.3	IKAROS family zinc finger 2 	131	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.25	-0.25	0.89	2007, 2009, 2011
Pik3ip1	ENSMUST00000045153.5	phosphoinositide-3-kinase interacting protein 1 	1369	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.25	-0.26	0.89	2007, 2009, 2011
Zdhhc3	ENSMUST00000147563.2	zinc finger, DHHC domain containing 3 	2084	1	0	0	1	2	0	1	1	2	mmu-miR-124-3p.1	-0.25	-0.48	0.83	2005, 2007, 2009, 2011
Fkbp1b	ENSMUST00000020964.5	FK506 binding protein 1b 	56	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.25	-0.25	0.80	2005, 2007, 2009, 2011
Stk35	ENSMUST00000166282.2	serine/threonine kinase 35 	406	1	1	0	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.25	-0.39	0.81	2005, 2007, 2009, 2011
Zbtb16	ENSMUST00000093852.3	zinc finger and BTB domain containing 16 	1034	2	0	1	1	0	0	0	0	3	mmu-miR-124-3p.1	-0.25	-0.25	0.97	
Dapk1	ENSMUST00000077453.6	death associated protein kinase 1 	470	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.25	-0.25	0.80	2005, 2007, 2009, 2011
Ppif	ENSMUST00000022419.6	peptidylprolyl isomerase F (cyclophilin F) 	2388	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.25	-0.25	0.79	2005, 2007, 2009, 2011
Git2	ENSMUST00000112185.3	G protein-coupled receptor kinase-interactor 2 	925	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.25	-0.26	0.84	2005, 2007, 2009, 2011
Ano5	ENSMUST00000043944.5	anoctamin 5 	344	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.25	-0.25	0.92	2009, 2011
Ubn2	ENSMUST00000160583.2	ubinuclein 2 	207	1	0	1	0	0	0	0	0	5	mmu-miR-124-3p.1	-0.25	-0.26	0.91	2009, 2011
Shroom4	ENSMUST00000089520.2	shroom family member 4 	1496	1	0	1	0	1	0	0	1	2	mmu-miR-124-3p.1	-0.24	-0.24	0.54	2007
Ppp2r5a	ENSMUST00000067976.3	protein phosphatase 2, regulatory subunit B', alpha 	2085	1	0	0	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.24	-0.28	0.76	2007
Cnn3	ENSMUST00000029773.8	calponin 3, acidic 	2114	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.24	-0.24	0.81	2005, 2007, 2009, 2011
Cacna2d1	ENSMUST00000078272.7	calcium channel, voltage-dependent, alpha2/delta subunit 1 	3037	1	0	0	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.24	-0.30	0.76	2009, 2011
Pml	ENSMUST00000135310.2	promyelocytic leukemia 	818	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.25	0.81	2005, 2007, 2009, 2011
B4galnt3	ENSMUST00000057283.7	beta-1,4-N-acetyl-galactosaminyl transferase 3 	34	3	0	2	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.24	-0.37	> 0.99	
Arl5b	ENSMUST00000069870.4	ADP-ribosylation factor-like 5B 	451	1	0	1	0	2	0	0	2	2	mmu-miR-124-3p.1	-0.24	-0.30	0.79	2007, 2009, 2011
Nfia	ENSMUST00000092532.7	nuclear factor I/A 	153	1	0	1	0	1	0	1	0	5	mmu-miR-124-3p.1	-0.24	-0.29	0.90	2009, 2011
Ephb4	ENSMUST00000111054.1	Eph receptor B4 	245	1	0	1	0	1	0	1	0	3	mmu-miR-124-3p.1	-0.24	-0.35	0.82	2005, 2007, 2009, 2011
Hipk1	ENSMUST00000118317.2	homeodomain interacting protein kinase 1 	2362	2	1	0	1	1	0	1	0	0	mmu-miR-124-3p.1	-0.24	-0.26	0.99	2005, 2007, 2009, 2011
Mtr	ENSMUST00000099856.4	5-methyltetrahydrofolate-homocysteine methyltransferase 	398	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.24	0.91	2005, 2007, 2009, 2011
Nsun2	ENSMUST00000022087.6	NOL1/NOP2/Sun domain family member 2 	2333	1	0	1	0	1	0	1	0	1	mmu-miR-124-3p.1	-0.24	-0.35	0.72	2005, 2007, 2009, 2011
Lrch4	ENSMUST00000031734.10	leucine-rich repeats and calponin homology (CH) domain containing 4 	1025	2	0	2	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.24	0.61	2005, 2007, 2009, 2011
Eaf1	ENSMUST00000022446.5	ELL associated factor 1 	649	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.24	-0.25	0.16	2005, 2007, 2009, 2011
Slc39a9	ENSMUST00000085245.5	solute carrier family 39 (zinc transporter), member 9 	1215	3	0	1	2	0	0	0	0	1	mmu-miR-124-3p.1	-0.24	-0.38	> 0.99	2011
Ece1	ENSMUST00000102518.4	endothelin converting enzyme 1 	2751	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.24	0.94	2009, 2011
Slc9a3	ENSMUST00000036208.6	solute carrier family 9 (sodium/hydrogen exchanger), member 3 	460	1	1	0	0	3	0	1	2	1	mmu-miR-124-3p.1	-0.24	-0.26	0.95	
Qser1	ENSMUST00000117237.1	glutamine and serine rich 1 	215	2	1	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.24	-0.46	> 0.99	2007, 2009, 2011
Gpr153	ENSMUST00000105650.2	G protein-coupled receptor 153 	47	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.24	0.90	2009, 2011
Plec	ENSMUST00000089610.4	plectin 	60	2	0	2	0	1	0	1	0	2	mmu-miR-124-3p.1	-0.24	-0.27	0.99	2007, 2009, 2011
Gtf2a1	ENSMUST00000021345.7	general transcription factor II A, 1 	109	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.24	-0.26	0.82	2011
Ipo8	ENSMUST00000048418.8	importin 8 	500	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.24	-0.24	0.91	2005, 2007, 2009, 2011
Neurl1b	ENSMUST00000053020.7	neuralized homolog 1b (Drosophila) 	25	1	1	0	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.24	-0.24	0.95	2011
Snx6	ENSMUST00000005798.8	sorting nexin 6 	4369	1	0	0	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.24	-0.24	0.83	2005, 2007, 2009, 2011
Zmat3	ENSMUST00000029199.5	zinc finger matrin type 3 	1540	2	0	1	1	0	0	0	0	7	mmu-miR-124-3p.1	-0.24	-0.44	0.98	2009, 2011
Shc4	ENSMUST00000042246.8	SHC (Src homology 2 domain containing) family, member 4 	16	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.27	0.91	2007, 2009, 2011
Tmem8b	ENSMUST00000107865.3	transmembrane protein 8B 	132	1	1	0	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.24	-0.25	< 0.1	2009, 2011
Pcgf2	ENSMUST00000179765.2	polycomb group ring finger 2 	323	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.24	-0.32	0.89	2005, 2007, 2011
Ammecr1l	ENSMUST00000115808.2	AMME chromosomal region gene 1-like 	2444	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.24	-0.25	0.83	2007, 2011
Ache	ENSMUST00000024099.5	acetylcholinesterase 	86	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.59	2005, 2009, 2011
Mlec	ENSMUST00000112121.2	malectin 	5938	1	0	1	0	1	0	0	1	2	mmu-miR-124-3p.1	-0.23	-0.33	0.69	2007, 2009, 2011
Emc8	ENSMUST00000181950.1	ER membrane protein complex subunit 8 	2221	1	0	1	0	0	0	0	0	5	mmu-miR-124-3p.1	-0.23	-0.28	0.40	2007, 2009, 2011
Arhgef37	ENSMUST00000171629.1	Rho guanine nucleotide exchange factor (GEF) 37 	89	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.26	0.90	2007
Znrf3	ENSMUST00000172492.2	zinc and ring finger 3 	113	1	0	0	1	1	0	1	0	3	mmu-miR-124-3p.1	-0.23	-0.25	0.83	2009, 2011
Flnb	ENSMUST00000052678.8	filamin, beta 	3257	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.24	0.68	2005, 2007, 2009, 2011
Tmem259	ENSMUST00000052885.8	transmembrane protein 259 	231	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.65	2007, 2009, 2011
Acadsb	ENSMUST00000015829.8	acyl-Coenzyme A dehydrogenase, short/branched chain 	4082	1	1	0	0	2	0	0	2	1	mmu-miR-124-3p.1	-0.23	-0.25	< 0.1	2007, 2009, 2011
Pde5a	ENSMUST00000066728.5	phosphodiesterase 5A, cGMP-specific 	1263	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.23	-0.24	0.54	2007, 2011
Gapvd1	ENSMUST00000102800.2	GTPase activating protein and VPS9 domains 1 	1157	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.23	-0.30	0.90	2005, 2007, 2009, 2011
Zmpste24	ENSMUST00000058754.3	zinc metallopeptidase, STE24 	310	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.23	-0.48	0.88	2005, 2007, 2009, 2011
Morc4	ENSMUST00000033811.8	microrchidia 4 	489	1	0	0	1	1	0	1	0	2	mmu-miR-124-3p.1	-0.23	-0.35	0.61	2005, 2007, 2011
Specc1l	ENSMUST00000105421.3	sperm antigen with calponin homology and coiled-coil domains 1-like 	2753	1	1	0	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.23	-0.23	0.87	2007, 2009, 2011
Btg2	ENSMUST00000020692.6	B cell translocation gene 2, anti-proliferative 	3163	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.23	-0.23	0.91	2005, 2007, 2009, 2011
Rcbtb2	ENSMUST00000164822.2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 	345	1	0	0	1	1	0	0	1	1	mmu-miR-124-3p.1	-0.23	-0.32	0.74	2005, 2007, 2009, 2011
Nrp2	ENSMUST00000102822.3	neuropilin 2 	892	1	0	1	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.23	-0.23	0.43	2005, 2007, 2009, 2011
Sgms1	ENSMUST00000099514.4	sphingomyelin synthase 1 	382	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.35	0.90	2007, 2009, 2011
Pcdh7	ENSMUST00000094783.4	protocadherin 7 	199	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.23	-0.25	0.89	2009, 2011
Itsn2	ENSMUST00000062580.7	intersectin 2 	429	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.72	2005, 2007, 2009, 2011
Endod1	ENSMUST00000167549.1	endonuclease domain containing 1 	833	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.25	0.59	2007, 2009, 2011
Galc	ENSMUST00000021390.7	galactosylceramidase 	202	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.23	-0.34	0.50	2005, 2007, 2009, 2011
Nol4	ENSMUST00000097651.4	nucleolar protein 4 	13	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.23	-0.34	0.82	2007, 2009, 2011
Smad4	ENSMUST00000025393.8	SMAD family member 4 	1691	2	0	2	0	1	0	0	1	3	mmu-miR-124-3p.1	-0.23	-0.69	0.96	
Glce	ENSMUST00000185675.1	glucuronyl C5-epimerase 	90	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.23	-0.25	0.92	2005, 2007, 2009, 2011
Kctd5	ENSMUST00000017090.5	potassium channel tetramerisation domain containing 5 	3058	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.24	0.53	2005, 2007, 2009, 2011
2510039O18Rik	ENSMUST00000103232.1	RIKEN cDNA 2510039O18 gene 	1121	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.90	2009, 2011
Slc7a1	ENSMUST00000048116.9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 	254	1	0	1	0	1	0	1	0	2	mmu-miR-124-3p.1	-0.23	-0.28	0.91	2005, 2007, 2009, 2011
Ndfip1	ENSMUST00000025293.3	Nedd4 family interacting protein 1 	19686	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.84	2005, 2007
Aqp1	ENSMUST00000004774.3	aquaporin 1 	12466	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	< 0.1	2007, 2009, 2011
Gsk3b	ENSMUST00000023507.7	glycogen synthase kinase 3 beta 	944	1	0	1	0	0	0	0	0	5	mmu-miR-124-3p.1	-0.23	-0.25	0.84	2009, 2011
Yeats2	ENSMUST00000090052.5	YEATS domain containing 2 	1010	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.23	-0.23	0.94	2005, 2007, 2009, 2011
Ulk2	ENSMUST00000004920.3	unc-51 like kinase 2 	2264	1	0	0	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.23	-0.29	0.84	2005, 2007, 2009, 2011
Actn4	ENSMUST00000068045.8	actinin alpha 4 	1017	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.83	2005, 2007, 2009, 2011
Arhgdia	ENSMUST00000106197.4	Rho GDP dissociation inhibitor (GDI) alpha 	42422	1	0	0	1	0	0	0	0	3	mmu-miR-124-3p.1	-0.23	-0.29	0.84	2005, 2007, 2009, 2011
Arid5b	ENSMUST00000020106.7	AT rich interactive domain 5B (MRF1-like) 	1309	1	0	1	0	1	0	1	0	0	mmu-miR-124-3p.1	-0.23	-0.24	0.77	2007
Tfcp2l1	ENSMUST00000027629.9	transcription factor CP2-like 1 	272	1	0	1	0	1	0	0	1	2	mmu-miR-124-3p.1	-0.23	-0.23	0.39	2005, 2007, 2009, 2011
Grid1	ENSMUST00000043349.5	glutamate receptor, ionotropic, delta 1 	8	2	0	1	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.32	0.98	2005, 2007
Rasgef1a	ENSMUST00000164960.1	RasGEF domain family, member 1A 	899	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.23	-0.23	0.94	2005, 2007, 2011
Scube3	ENSMUST00000043503.4	signal peptide, CUB domain, EGF-like 3 	80	1	0	1	0	2	0	1	1	3	mmu-miR-124-3p.1	-0.23	-0.25	0.61	2005, 2007
Rab22a	ENSMUST00000029024.4	RAB22A, member RAS oncogene family 	1148	1	0	1	0	2	0	1	1	2	mmu-miR-124-3p.1	-0.23	-0.51	0.89	2005, 2007
Gk5	ENSMUST00000122383.2	glycerol kinase 5 (putative) 	228	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.23	0.57	2009, 2011
Sigmar1	ENSMUST00000059354.9	sigma non-opioid intracellular receptor 1 	216	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.23	0.62	2007, 2009, 2011
Ssh3	ENSMUST00000037992.9	slingshot homolog 3 (Drosophila) 	186	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.23	< 0.1	2005, 2007, 2009, 2011
Snx5	ENSMUST00000110030.4	sorting nexin 5 	7416	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.26	0.79	2005, 2007, 2009, 2011
Fam163a	ENSMUST00000015628.3	family with sequence similarity 163, member A 	11	1	0	1	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.22	-0.22	0.79	2009, 2011
Cbln4	ENSMUST00000087950.3	cerebellin 4 precursor protein 	11	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.79	2005, 2007, 2009, 2011
Abhd3	ENSMUST00000117828.2	abhydrolase domain containing 3 	137	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.71	2005, 2007, 2009, 2011
Adnp2	ENSMUST00000066743.10	ADNP homeobox 2 	850	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.31	0.90	2007
Srebf2	ENSMUST00000023100.6	sterol regulatory element binding factor 2 	1088	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.22	-0.26	0.58	
Zfp831	ENSMUST00000059452.5	zinc finger protein 831 	7	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.22	0.87	2009, 2011
Padi2	ENSMUST00000030765.6	peptidyl arginine deiminase, type II 	188	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.22	0.75	2007, 2009, 2011
Reep2	ENSMUST00000043484.7	receptor accessory protein 2 	25	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.77	2007, 2009, 2011
Pax3	ENSMUST00000087086.6	paired box 3 	5	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	ORF	2009
Tm4sf19	ENSMUST00000115149.2	transmembrane 4 L six family member 19 	10	1	1	0	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.22	-0.51	0.93	
Fbxo42	ENSMUST00000030757.9	F-box protein 42 	936	1	0	1	0	1	0	0	1	2	mmu-miR-124-3p.1	-0.22	-0.28	0.86	2009, 2011
Nr2c2	ENSMUST00000113460.2	nuclear receptor subfamily 2, group C, member 2 	261	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.23	0.86	2007, 2011
2310035C23Rik	ENSMUST00000086721.4	RIKEN cDNA 2310035C23 gene 	803	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.22	-0.27	0.84	2009, 2011
Cpox	ENSMUST00000060077.5	coproporphyrinogen oxidase 	2207	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.22	0.24	2007, 2009, 2011
Gna14	ENSMUST00000025602.2	guanine nucleotide binding protein, alpha 14 	295	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.22	-0.31	0.63	2009, 2011
Nav3	ENSMUST00000032719.8	neuron navigator 3 	226	1	0	0	1	1	0	1	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.82	2005, 2007, 2009, 2011
Efnb3	ENSMUST00000004036.5	ephrin B3 	21	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.22	-0.22	0.81	2005, 2007, 2009, 2011
Sertad4	ENSMUST00000155579.2	SERTA domain containing 4 	59	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.33	0.90	2005, 2007, 2009, 2011
Pdpr	ENSMUST00000039333.4	pyruvate dehydrogenase phosphatase regulatory subunit 	831	1	1	0	0	2	0	1	1	2	mmu-miR-124-3p.1	-0.22	-0.22	0.96	2005, 2007
Ets1	ENSMUST00000034534.7	E26 avian leukemia oncogene 1, 5' domain 	870	1	1	0	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.22	-0.24	0.86	2005, 2007, 2009, 2011
Gpc1	ENSMUST00000045970.7	glypican 1 	10772	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.82	2005, 2007, 2009, 2011
Gabpb1	ENSMUST00000110425.3	GA repeat binding protein, beta 1 	105	1	0	1	0	0	0	0	0	4	mmu-miR-124-3p.1	-0.22	-0.24	0.80	2007, 2009, 2011
Pcdh9	ENSMUST00000068992.2	protocadherin 9 	13	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.88	2005, 2007, 2009, 2011
Gas2l1	ENSMUST00000056649.7	growth arrest-specific 2 like 1 	1070	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.22	-0.22	0.71	2005, 2007, 2009, 2011
Mtmr6	ENSMUST00000022563.7	myotubularin related protein 6 	2588	1	0	1	0	1	0	1	0	1	mmu-miR-124-3p.1	-0.22	-0.24	0.89	2007, 2009, 2011
Fgfr2	ENSMUST00000124096.2	fibroblast growth factor receptor 2 	493	1	0	0	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.22	-0.24	0.81	2005, 2007, 2009, 2011
Akap6	ENSMUST00000095737.3	A kinase (PRKA) anchor protein 6 	154	2	0	2	0	0	0	0	0	3	mmu-miR-124-3p.1	-0.22	-0.33	0.97	2005, 2007, 2009, 2011
Nfix	ENSMUST00000076715.7	nuclear factor I/X 	291	3	1	1	1	0	0	0	0	2	mmu-miR-124-3p.1	-0.22	-0.39	0.99	2005, 2007
Gabra6	ENSMUST00000020703.7	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6 	5	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.21	0.62	2009, 2011
Dlx3	ENSMUST00000092768.6	distal-less homeobox 3 	5	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.21	< 0.1	2005, 2007, 2009, 2011
Sec13	ENSMUST00000032440.4	SEC13 homolog (S. cerevisiae) 	15513	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.21	-0.21	0.78	2007, 2009, 2011
Btbd7	ENSMUST00000045652.6	BTB (POZ) domain containing 7 	1023	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.21	-0.24	0.91	2005, 2007
Unc5d	ENSMUST00000168630.2	unc-5 homolog D (C. elegans) 	6	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.24	0.91	2011
Dnase2a	ENSMUST00000109744.2	deoxyribonuclease II alpha 	69	1	1	0	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.48	0.25	
Capn2	ENSMUST00000068505.8	calpain 2 	2987	1	0	0	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.22	0.70	2005, 2007, 2009, 2011
Zfp213	ENSMUST00000095606.3	zinc finger protein 213 	13	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.21	0.62	2009, 2011
Insm1	ENSMUST00000089257.5	insulinoma-associated 1 	359	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.21	-0.21	< 0.1	2005, 2007, 2009, 2011
Tfrc	ENSMUST00000023486.9	transferrin receptor 	2457	1	0	1	0	0	0	0	0	1	mmu-miR-124-3p.1	-0.21	-0.22	0.91	2005, 2007, 2009, 2011
Spty2d1	ENSMUST00000061639.7	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) 	96	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.21	-0.33	0.91	2007, 2009, 2011
Adcy9	ENSMUST00000117801.2	adenylate cyclase 9 	694	1	0	1	0	0	0	0	0	2	mmu-miR-124-3p.1	-0.21	-0.21	0.92	2005, 2007, 2009, 2011
Phactr2	ENSMUST00000105545.5	phosphatase and actin regulator 2 	1395	1	1	0	0	1	0	0	1	3	mmu-miR-124-3p.1	-0.21	-0.33	0.96	2011
Yipf6	ENSMUST00000054697.5	Yip1 domain family, member 6 	1377	1	0	0	1	1	0	0	1	3	mmu-miR-124-3p.1	-0.21	-0.27	0.79	2005, 2007, 2009, 2011
Arhgap39	ENSMUST00000036176.9	Rho GTPase activating protein 39 	42	1	0	1	0	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.21	0.86	2007, 2009, 2011
Tia1	ENSMUST00000095753.3	cytotoxic granule-associated RNA binding protein 1 	906	1	0	0	1	0	0	0	0	1	mmu-miR-124-3p.1	-0.21	-0.21	0.75	2005, 2007, 2009, 2011
Fam76a	ENSMUST00000030696.5	family with sequence similarity 76, member A 	17	1	0	1	0	1	0	0	1	0	mmu-miR-124-3p.1	-0.21	-0.21	0.38	2005, 2007, 2011
Sept11	ENSMUST00000074733.7	septin 11 	4345	1	0	0	1	1	0	1	0	5	mmu-miR-124-3p.1	-0.21	-0.23	0.83	2005, 2007, 2009, 2011
Prr14l	ENSMUST00000120129.3	proline rich 14-like 	620	2	0	1	1	0	0	0	0	0	mmu-miR-124-3p.1	-0.21	-0.21	0.95	2009, 2011
