Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Ssh1	ENSMUST00000159592.2	slingshot homolog 1 (Drosophila) 	678	1	0	0	1	4	0	4	0	2	mmu-miR-128-3p	-0.29	-0.35	0.73	2005, 2007
Capza1	ENSMUST00000094028.5	capping protein (actin filament) muscle Z-line, alpha 1 	13	1	0	0	1	1	1	0	0	0	mmu-miR-128-3p	-0.28	-0.28	0.49	2005, 2007, 2009, 2011
Acvr1c	ENSMUST00000028178.8	activin A receptor, type IC 	173	1	0	0	1	5	2	1	2	1	mmu-miR-128-3p	-0.28	-0.63	0.70	2005, 2007, 2009, 2011
Gpr135	ENSMUST00000050649.4	G protein-coupled receptor 135 	58	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.28	-0.28	0.84	
Myef2	ENSMUST00000142718.2	myelin basic protein expression factor 2, repressor 	6865	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.28	-0.29	0.54	2005, 2007, 2011
Nr2f2	ENSMUST00000032768.8	nuclear receptor subfamily 2, group F, member 2 	2903	1	0	0	1	0	0	0	0	2	mmu-miR-128-3p	-0.28	-0.28	0.67	2005, 2007, 2009, 2011
Abcb9	ENSMUST00000031354.5	ATP-binding cassette, sub-family B (MDR/TAP), member 9 	81	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.28	-0.28	0.79	2005, 2007, 2009, 2011
Rspo4	ENSMUST00000042217.3	R-spondin family, member 4 	7	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.28	-0.37	< 0.1	2007, 2009, 2011
Epb4.1l4a	ENSMUST00000025234.5	erythrocyte protein band 4.1-like 4a 	1195	1	0	0	1	1	0	1	0	1	mmu-miR-128-3p	-0.28	-0.38	0.72	2007, 2009, 2011
Cdip1	ENSMUST00000004173.6	cell death inducing Trp53 target 1 	2796	1	1	0	0	1	0	0	1	0	mmu-miR-128-3p	-0.28	-0.44	0.53	2007, 2009, 2011
Fubp3	ENSMUST00000055244.7	far upstream element (FUSE) binding protein 3 	672	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.28	-0.28	0.64	2007, 2009, 2011
Pde10a	ENSMUST00000089085.3	phosphodiesterase 10A 	67	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.28	-0.31	0.91	2009, 2011
Cemip	ENSMUST00000064174.6	cell migration inducing protein, hyaluronan binding 	27	1	1	0	0	0	0	0	0	2	mmu-miR-128-3p	-0.28	-0.28	0.59	2007, 2011
Qk	ENSMUST00000097414.4	quaking 	1368	2	0	0	2	0	0	0	0	2	mmu-miR-128-3p	-0.28	-0.28	0.80	2009, 2011
Plag1	ENSMUST00000003369.4	pleiomorphic adenoma gene 1 	77	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.28	-0.31	0.70	2005, 2007
Wee1	ENSMUST00000033326.8	WEE 1 homolog 1 (S. pombe) 	581	2	0	1	1	0	0	0	0	0	mmu-miR-128-3p	-0.28	-0.28	0.89	2005, 2007, 2009, 2011
Ndufs4	ENSMUST00000022286.6	NADH dehydrogenase (ubiquinone) Fe-S protein 4 	1504	1	0	0	1	2	0	2	0	1	mmu-miR-128-3p	-0.27	-0.38	0.73	2005, 2007, 2009, 2011
Map2k7	ENSMUST00000062686.5	mitogen-activated protein kinase kinase 7 	4059	1	1	0	0	1	0	1	0	0	mmu-miR-128-3p	-0.27	-0.27	0.66	2005, 2007, 2009, 2011
Arpp21	ENSMUST00000111872.3	cyclic AMP-regulated phosphoprotein, 21 	14	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.27	0.60	2011
Clic4	ENSMUST00000037099.8	chloride intracellular channel 4 (mitochondrial) 	966	1	0	1	0	1	0	0	1	2	mmu-miR-128-3p	-0.27	-0.30	0.34	2005, 2007, 2009, 2011
Tmem170b	ENSMUST00000129449.1	transmembrane protein 170B 	158	1	0	0	1	4	1	2	1	0	mmu-miR-128-3p	-0.27	-0.31	0.72	2011
Prickle1	ENSMUST00000048982.5	prickle homolog 1 (Drosophila) 	227	1	0	1	0	1	0	1	0	1	mmu-miR-128-3p	-0.27	-0.27	0.36	2007, 2009, 2011
Mcf2l	ENSMUST00000173099.2	mcf.2 transforming sequence-like 	30	1	0	1	0	1	0	1	0	0	mmu-miR-128-3p	-0.27	-0.27	0.18	2009, 2011
Chtf8	ENSMUST00000177068.2	CTF8, chromosome transmission fidelity factor 8 	192	2	0	2	0	2	1	1	0	0	mmu-miR-128-3p	-0.27	-0.53	0.75	2007, 2009, 2011
Fam193b	ENSMUST00000021957.6	family with sequence similarity 193, member B 	908	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.27	0.70	2009, 2011
Fbxo32	ENSMUST00000022986.6	F-box protein 32 	4268	1	0	1	0	2	0	1	1	1	mmu-miR-128-3p	-0.27	-0.31	0.21	2009, 2011
Crkl	ENSMUST00000006293.3	v-crk sarcoma virus CT10 oncogene homolog (avian)-like 	1982	1	0	1	0	1	0	1	0	1	mmu-miR-128-3p	-0.27	-0.28	0.73	2005, 2007
Tgoln1	ENSMUST00000070524.4	trans-golgi network protein 	3978	1	0	0	1	1	0	0	1	1	mmu-miR-128-3p	-0.27	-0.28	0.61	2009, 2011
Rab11fip1	ENSMUST00000033878.7	RAB11 family interacting protein 1 (class I) 	543	2	0	1	1	1	0	1	0	1	mmu-miR-128-3p	-0.27	-0.46	0.90	2005, 2007, 2009, 2011
Tbc1d9b	ENSMUST00000101270.4	TBC1 domain family, member 9B 	319	2	0	2	0	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.38	0.72	2007, 2009, 2011
Fam49b	ENSMUST00000063838.5	family with sequence similarity 49, member B 	3630	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.27	-0.27	0.73	2005, 2007, 2009, 2011
Fam177a	ENSMUST00000177768.1	family with sequence similarity 177, member A 	5	1	0	1	0	1	0	1	0	0	mmu-miR-128-3p	-0.27	-0.27	0.17	2009, 2011
Mnt	ENSMUST00000000291.3	max binding protein 	262	2	1	1	0	2	0	2	0	0	mmu-miR-128-3p	-0.27	-0.27	0.74	2005, 2007, 2009, 2011
Klf4	ENSMUST00000107619.2	Kruppel-like factor 4 (gut) 	7	1	0	1	0	1	1	0	0	1	mmu-miR-128-3p	-0.27	-0.49	0.70	2005, 2007, 2009, 2011
Syt1	ENSMUST00000105276.2	synaptotagmin I 	88	2	1	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.27	0.92	2005, 2007, 2009, 2011
Tmem132e	ENSMUST00000054245.5	transmembrane protein 132E 	23	2	0	2	0	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.27	0.64	2007, 2009, 2011
Insm1	ENSMUST00000089257.5	insulinoma-associated 1 	359	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.27	-0.27	0.53	2005, 2007, 2009, 2011
Hic1	ENSMUST00000055619.4	hypermethylated in cancer 1 	89	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.27	0.25	2007, 2009, 2011
Ak4	ENSMUST00000102780.2	adenylate kinase 4 	1800	1	1	0	0	1	0	1	0	1	mmu-miR-128-3p	-0.27	-0.39	0.74	2009, 2011
Lrat	ENSMUST00000029632.6	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase) 	316	1	0	1	0	1	0	1	0	1	mmu-miR-128-3p	-0.27	-0.28	0.24	2007, 2009, 2011
Sepn1	ENSMUST00000060435.6	selenoprotein N, 1 	429	1	1	0	0	1	1	0	0	0	mmu-miR-128-3p	-0.27	-0.27	< 0.1	2005, 2007, 2009, 2011
6330419J24Rik	ENSMUST00000068106.3	RIKEN cDNA 6330419J24 gene 	52	1	1	0	0	1	0	1	0	1	mmu-miR-128-3p	-0.27	-0.31	0.10	
Set	ENSMUST00000102866.4	SET nuclear oncogene 	1369	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.27	-0.27	0.70	2005, 2007, 2009, 2011
Grb2	ENSMUST00000106497.2	growth factor receptor bound protein 2 	2237	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.26	-0.27	0.73	2005, 2007
Ednra	ENSMUST00000034029.7	endothelin receptor type A 	88	1	0	0	1	3	0	2	1	0	mmu-miR-128-3p	-0.26	-0.34	0.68	2005, 2007, 2009, 2011
Srek1	ENSMUST00000074616.5	splicing regulatory glutamine/lysine-rich protein 1 	641	2	0	1	1	0	0	0	0	1	mmu-miR-128-3p	-0.26	-0.43	0.90	2007, 2009, 2011
Suco	ENSMUST00000048377.5	SUN domain containing ossification factor 	909	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.26	-0.27	0.73	2007, 2011
Gcc1	ENSMUST00000090511.3	golgi coiled coil 1 	1036	1	0	1	0	1	0	1	0	0	mmu-miR-128-3p	-0.26	-0.28	0.43	2005, 2007, 2009, 2011
Acta2	ENSMUST00000039631.8	actin, alpha 2, smooth muscle, aorta 	14588	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.26	-0.26	0.73	2005, 2007, 2009, 2011
Ctdsp2	ENSMUST00000105256.3	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 	5332	2	1	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.26	-0.26	0.68	2005, 2007, 2009, 2011
Greb1l	ENSMUST00000048977.9	growth regulation by estrogen in breast cancer-like 	33	1	0	1	0	1	0	1	0	0	mmu-miR-128-3p	-0.26	-0.26	0.46	2009, 2011
Fam104a	ENSMUST00000120194.1	family with sequence similarity 104, member A 	631	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.26	-0.26	0.18	2007, 2009, 2011
Ltbp1	ENSMUST00000001927.6	latent transforming growth factor beta binding protein 1 	171	1	0	1	0	1	1	0	0	2	mmu-miR-128-3p	-0.26	-0.37	0.66	2005, 2007, 2009, 2011
Trpv3	ENSMUST00000049676.2	transient receptor potential cation channel, subfamily V, member 3 	10	3	0	0	3	0	0	0	0	2	mmu-miR-128-3p	-0.26	-0.26	0.92	
Drosha	ENSMUST00000169061.2	drosha, ribonuclease type III 	1452	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.26	-0.26	0.66	2007, 2009, 2011
Fbln2	ENSMUST00000041544.7	fibulin 2 	4477	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.25	-0.26	0.49	2005, 2007, 2009, 2011
Pappa	ENSMUST00000084501.3	pregnancy-associated plasma protein A 	33	1	0	0	1	0	0	0	0	2	mmu-miR-128-3p	-0.25	-0.28	0.73	2005, 2007, 2009, 2011
Rsbn1l	ENSMUST00000036489.5	round spermatid basic protein 1-like 	242	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.25	-0.31	0.74	2005, 2007, 2009, 2011
Grik3	ENSMUST00000030676.7	glutamate receptor, ionotropic, kainate 3 	31	2	1	1	0	2	0	0	2	2	mmu-miR-128-3p	-0.25	-0.30	0.96	2005, 2007, 2009, 2011
Gcc2	ENSMUST00000057659.8	GRIP and coiled-coil domain containing 2 	321	2	0	0	2	1	0	1	0	0	mmu-miR-128-3p	-0.25	-0.28	0.89	2005, 2009, 2011
Sp4	ENSMUST00000026367.9	trans-acting transcription factor 4 	279	1	0	1	0	0	0	0	0	3	mmu-miR-128-3p	-0.25	-0.26	0.70	2007, 2009, 2011
Bag2	ENSMUST00000044691.8	BCL2-associated athanogene 2 	80	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.25	-0.25	< 0.1	2005, 2007, 2009, 2011
Mier2	ENSMUST00000062855.9	mesoderm induction early response 1, family member 2 	60	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.25	-0.25	ORF	2007, 2009, 2011
Clcn5	ENSMUST00000004428.8	chloride channel 5 	504	2	0	1	1	0	0	0	0	5	mmu-miR-128-3p	-0.25	-0.27	0.77	2005, 2007, 2011
Sept12	ENSMUST00000170323.2	septin 12 	22	1	1	0	0	1	0	1	0	1	mmu-miR-128-3p	-0.25	-0.25	0.89	2011
Coro1c	ENSMUST00000004646.7	coronin, actin binding protein 1C 	1410	1	0	1	0	1	0	1	0	2	mmu-miR-128-3p	-0.25	-0.25	0.66	2005, 2007, 2009, 2011
Nfe2l2	ENSMUST00000102672.4	nuclear factor, erythroid derived 2, like 2 	999	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.25	-0.25	0.73	2005, 2007, 2009, 2011
Vangl2	ENSMUST00000027837.7	vang-like 2 (van gogh, Drosophila) 	234	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.25	-0.31	0.81	2007
Mpped2	ENSMUST00000111063.2	metallophosphoesterase domain containing 2 	91	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.25	-0.25	0.60	2007, 2011
Tnrc6a	ENSMUST00000094053.5	trinucleotide repeat containing 6a 	1115	1	0	0	1	0	0	0	0	2	mmu-miR-128-3p	-0.25	-0.25	0.46	2005, 2007, 2009, 2011
Tmem28	ENSMUST00000096363.2	transmembrane protein 28 	64	1	0	1	0	1	0	1	0	0	mmu-miR-128-3p	-0.25	-0.26	0.70	2005
Tfeb	ENSMUST00000086932.4	transcription factor EB 	786	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.25	-0.25	0.22	2005, 2007, 2009, 2011
Prr16	ENSMUST00000116639.2	proline rich 16 	320	1	0	0	1	1	0	0	1	1	mmu-miR-128-3p	-0.25	-0.26	0.53	2007, 2009, 2011
Xpr1	ENSMUST00000027741.6	xenotropic and polytropic retrovirus receptor 1 	1027	1	0	1	0	1	1	0	0	1	mmu-miR-128-3p	-0.25	-0.26	0.70	2005, 2007, 2009, 2011
Rapgef2	ENSMUST00000118100.2	Rap guanine nucleotide exchange factor (GEF) 2 	262	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.25	-0.25	0.70	2009, 2011
Ncoa7	ENSMUST00000092610.5	nuclear receptor coactivator 7 	571	1	0	0	1	0	0	0	0	2	mmu-miR-128-3p	-0.25	-0.25	0.59	2005, 2007, 2009, 2011
Otx2	ENSMUST00000118578.2	orthodenticle homolog 2 	244	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.25	-0.25	0.70	2005, 2007
St6galnac3	ENSMUST00000064460.5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 	33	1	0	0	1	2	0	2	0	0	mmu-miR-128-3p	-0.25	-0.35	0.73	2005, 2007, 2009, 2011
Tgfb3	ENSMUST00000003687.6	transforming growth factor, beta 3 	189	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.24	-0.24	0.27	2005, 2007, 2009, 2011
Pcm1	ENSMUST00000045218.7	pericentriolar material 1 	2208	1	0	1	0	2	2	0	0	3	mmu-miR-128-3p	-0.24	-0.36	0.54	2007, 2009, 2011
Iffo2	ENSMUST00000174078.1	intermediate filament family orphan 2 	867	2	0	2	0	1	1	0	0	5	mmu-miR-128-3p	-0.24	-0.24	0.64	2009, 2011
Adam10	ENSMUST00000067880.7	a disintegrin and metallopeptidase domain 10 	1662	1	0	1	0	0	0	0	0	2	mmu-miR-128-3p	-0.24	-0.25	0.61	2009, 2011
Ndst1	ENSMUST00000169273.1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	4723	2	0	2	0	1	0	1	0	1	mmu-miR-128-3p	-0.24	-0.24	0.83	2005, 2007, 2009, 2011
Tlx1	ENSMUST00000026236.10	T cell leukemia, homeobox 1 	5	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.24	-0.24	0.11	2005, 2007, 2009, 2011
Zc3h12d	ENSMUST00000039484.4	zinc finger CCCH type containing 12D 	19	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.24	-0.29	0.37	2009, 2011
2410004B18Rik	ENSMUST00000039571.8	RIKEN cDNA 2410004B18 gene 	1596	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.24	-0.27	0.70	2009, 2011
Wnk1	ENSMUST00000060043.7	WNK lysine deficient protein kinase 1 	10807	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.24	-0.24	0.83	2009, 2011
Hapln1	ENSMUST00000022108.7	hyaluronan and proteoglycan link protein 1 	31	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.24	-0.24	0.69	2005, 2007, 2009, 2011
Nr2f6	ENSMUST00000002466.8	nuclear receptor subfamily 2, group F, member 6 	3995	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.24	-0.26	0.63	2005, 2007, 2009, 2011
Ehf	ENSMUST00000090475.4	ets homologous factor 	151	1	0	0	1	2	0	0	2	0	mmu-miR-128-3p	-0.24	-0.29	0.72	2005, 2007, 2009, 2011
Colgalt2	ENSMUST00000044311.8	collagen beta(1-O)galactosyltransferase 2 	254	1	0	0	1	1	0	0	1	2	mmu-miR-128-3p	-0.24	-0.41	0.67	2007, 2009, 2011
Neurl1b	ENSMUST00000053020.7	neuralized homolog 1b (Drosophila) 	25	1	0	0	1	5	1	4	0	1	mmu-miR-128-3p	-0.24	-0.65	0.68	2011
Strn4	ENSMUST00000019220.10	striatin, calmodulin binding protein 4 	1679	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.24	-0.24	0.64	2005, 2007, 2009, 2011
Tgfbr1	ENSMUST00000007757.9	transforming growth factor, beta receptor I 	1724	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.24	-0.24	0.72	2007, 2009, 2011
B630005N14Rik	ENSMUST00000045235.5	RIKEN cDNA B630005N14 gene 	432	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.24	-0.24	0.57	2009, 2011
Sv2a	ENSMUST00000035371.8	synaptic vesicle glycoprotein 2 a 	46	1	1	0	0	0	0	0	0	1	mmu-miR-128-3p	-0.24	-0.24	0.80	2005, 2007, 2009, 2011
Ddah1	ENSMUST00000029845.9	dimethylarginine dimethylaminohydrolase 1 	2368	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.24	-0.24	0.69	2005, 2007, 2009, 2011
Zfp618	ENSMUST00000107415.2	zinc finger protein 618 	72	3	1	2	0	0	0	0	0	3	mmu-miR-128-3p	-0.24	-0.25	0.90	2011
E2f7	ENSMUST00000073781.6	E2F transcription factor 7 	271	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.23	-0.24	0.71	2005, 2007, 2009, 2011
Mafg	ENSMUST00000058162.8	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) 	999	2	1	1	0	2	0	1	1	0	mmu-miR-128-3p	-0.23	-0.26	0.21	2005, 2007
Gpr149	ENSMUST00000058535.5	G protein-coupled receptor 149 	430	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.67	2009, 2011
Rbm12b2	ENSMUST00000063839.5	RNA binding motif protein 12 B2 	297	1	0	0	1	1	0	1	0	1	mmu-miR-128-3p	-0.23	-0.29	0.51	2009, 2011
Aldh4a1	ENSMUST00000039818.9	aldehyde dehydrogenase 4 family, member A1 	1450	1	1	0	0	2	0	1	1	1	mmu-miR-128-3p	-0.23	-0.29	0.12	2005, 2009, 2011
Ptprb	ENSMUST00000092167.5	protein tyrosine phosphatase, receptor type, B 	2280	1	0	1	0	2	0	1	1	1	mmu-miR-128-3p	-0.23	-0.24	0.59	2007, 2009, 2011
Cbfb	ENSMUST00000052209.3	core binding factor beta 	6247	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.60	2005, 2007, 2009, 2011
Tmem150b	ENSMUST00000086364.5	transmembrane protein 150B 	6	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	ORF	
Spry2	ENSMUST00000022709.4	sprouty homolog 2 (Drosophila) 	129	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.70	2005, 2007, 2009, 2011
Kat7	ENSMUST00000092766.6	K(lysine) acetyltransferase 7 	170	1	0	1	0	1	0	0	1	0	mmu-miR-128-3p	-0.23	-0.29	0.65	2007, 2009, 2011
Med12l	ENSMUST00000040325.8	mediator complex subunit 12-like 	64	2	1	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.23	-0.24	0.90	2011
Pax9	ENSMUST00000001538.9	paired box 9 	31	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.35	0.76	2009, 2011
Dcun1d1	ENSMUST00000178098.2	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae) 	649	1	0	1	0	2	1	1	0	7	mmu-miR-128-3p	-0.23	-0.30	0.69	2007, 2009, 2011
Ccng1	ENSMUST00000020576.7	cyclin G1 	1424	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.23	-0.37	0.66	2005, 2007, 2009, 2011
Ss18	ENSMUST00000040964.7	synovial sarcoma translocation, Chromosome 18 	76	1	0	1	0	1	0	0	1	2	mmu-miR-128-3p	-0.23	-0.37	0.67	2005, 2007, 2009, 2011
Cds1	ENSMUST00000031273.8	CDP-diacylglycerol synthase 1 	280	1	0	0	1	2	0	1	1	0	mmu-miR-128-3p	-0.23	-0.23	0.73	2005, 2007, 2009, 2011
Zfp191	ENSMUST00000066497.6	zinc finger protein 191 	2139	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.23	-0.29	0.57	2009, 2011
Cacybp	ENSMUST00000014370.5	calcyclin binding protein 	2933	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.23	-0.24	0.50	2005, 2007, 2009, 2011
Ppara	ENSMUST00000109422.2	peroxisome proliferator activated receptor alpha 	162	1	0	0	1	2	0	1	1	0	mmu-miR-128-3p	-0.23	-0.26	0.58	2005, 2007, 2009, 2011
Prdm12	ENSMUST00000113470.2	PR domain containing 12 	5	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.48	2005, 2007, 2009, 2011
Col27a1	ENSMUST00000036300.7	collagen, type XXVII, alpha 1 	295	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.83	2009, 2011
Zzz3	ENSMUST00000106100.3	zinc finger, ZZ domain containing 3 	1388	1	0	0	1	1	0	1	0	2	mmu-miR-128-3p	-0.23	-0.29	0.73	2005, 2007, 2009, 2011
Nln	ENSMUST00000109315.3	neurolysin (metallopeptidase M3 family) 	975	1	0	0	1	2	1	1	0	2	mmu-miR-128-3p	-0.23	-0.30	0.60	2007, 2009, 2011
Foxn3	ENSMUST00000046859.5	forkhead box N3 	698	1	1	0	0	2	0	1	1	0	mmu-miR-128-3p	-0.23	-0.31	0.73	2007
Ksr1	ENSMUST00000018478.5	kinase suppressor of ras 1 	497	2	0	0	2	1	0	1	0	0	mmu-miR-128-3p	-0.23	-0.23	0.86	
Zcchc24	ENSMUST00000069180.7	zinc finger, CCHC domain containing 24 	6383	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.72	2007, 2009, 2011
Ptgdr	ENSMUST00000095959.1	prostaglandin D receptor 	5	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.23	-0.23	0.50	2009, 2011
Trappc8	ENSMUST00000025177.7	trafficking protein particle complex 8 	742	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.23	0.50	2007, 2011
Rcor3	ENSMUST00000110849.4	REST corepressor 3 	499	1	1	0	0	1	1	0	0	0	mmu-miR-128-3p	-0.22	-0.43	0.13	2005, 2007, 2009, 2011
Runx1	ENSMUST00000023673.8	runt related transcription factor 1 	377	1	0	0	1	1	0	1	0	0	mmu-miR-128-3p	-0.22	-0.24	0.73	2005, 2007, 2009, 2011
Plekhm1	ENSMUST00000041272.9	pleckstrin homology domain containing, family M (with RUN domain) member 1 	465	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.56	2005, 2007, 2009, 2011
Smarca2	ENSMUST00000025862.8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 	2891	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.47	2005, 2007, 2009, 2011
Ugcg	ENSMUST00000030074.7	UDP-glucose ceramide glucosyltransferase 	811	1	0	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.22	-0.23	0.56	2009, 2011
Mme	ENSMUST00000029400.1	membrane metallo endopeptidase 	1036	1	0	1	0	1	0	0	1	5	mmu-miR-128-3p	-0.22	-0.31	0.19	2005, 2007, 2009, 2011
Ece1	ENSMUST00000102518.4	endothelin converting enzyme 1 	2751	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.59	2009, 2011
Zfp652	ENSMUST00000107717.2	zinc finger protein 652 	474	1	0	1	0	1	0	0	1	2	mmu-miR-128-3p	-0.22	-0.24	0.70	2009, 2011
Shoc2	ENSMUST00000169861.2	soc-2 (suppressor of clear) homolog (C. elegans) 	186	1	0	1	0	2	0	2	0	3	mmu-miR-128-3p	-0.22	-0.33	0.71	2005, 2007, 2009, 2011
Cbx5	ENSMUST00000118152.2	chromobox 5 	1766	1	0	1	0	4	0	3	1	1	mmu-miR-128-3p	-0.22	-0.38	0.53	2005, 2007, 2009, 2011
Ptpn5	ENSMUST00000033142.6	protein tyrosine phosphatase, non-receptor type 5 	6	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.34	2005, 2007, 2009, 2011
Hoxb8	ENSMUST00000052650.3	homeobox B8 	144	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.68	2005, 2007, 2009, 2011
Edrf1	ENSMUST00000051169.7	erythroid differentiation regulatory factor 1 	1024	1	0	0	1	0	0	0	0	1	mmu-miR-128-3p	-0.22	-0.22	0.73	2007, 2009, 2011
Pou2f3	ENSMUST00000034513.7	POU domain, class 2, transcription factor 3 	18	1	0	0	1	1	0	0	1	1	mmu-miR-128-3p	-0.22	-0.26	0.70	2005, 2007, 2009, 2011
Itga5	ENSMUST00000023128.6	integrin alpha 5 (fibronectin receptor alpha) 	999	1	1	0	0	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.86	2005, 2007, 2009, 2011
Acvr2a	ENSMUST00000063886.3	activin receptor IIA 	293	2	1	1	0	0	0	0	0	2	mmu-miR-128-3p	-0.22	-0.46	0.67	2007, 2009, 2011
Naif1	ENSMUST00000048431.2	nuclear apoptosis inducing factor 1 	81	1	0	1	0	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.22	0.63	2007
Kdm7a	ENSMUST00000002305.8	lysine (K)-specific demethylase 7A 	770	1	0	1	0	3	1	0	2	1	mmu-miR-128-3p	-0.22	-0.23	0.70	2007, 2009, 2011
Lsm12	ENSMUST00000107156.3	LSM12 homolog (S. cerevisiae) 	3995	1	0	0	1	0	0	0	0	0	mmu-miR-128-3p	-0.22	-0.23	0.73	2007, 2009, 2011
Slc6a6	ENSMUST00000032185.7	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 	4087	2	1	0	1	2	0	2	0	2	mmu-miR-128-3p	-0.22	-0.22	0.73	2005, 2007, 2009, 2011
Gys1	ENSMUST00000003964.9	glycogen synthase 1, muscle 	3815	2	1	1	0	0	0	0	0	1	mmu-miR-128-3p	-0.22	-0.23	0.38	2005, 2007, 2009, 2011
