Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Neurod2	ENSMUST00000041685.6	neurogenic differentiation 2 	5	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.10	-0.10	0.42	2007, 2009, 2011
Nfia	ENSMUST00000092532.7	nuclear factor I/A 	153	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.10	-0.12	0.54	2009, 2011
Ptger1	ENSMUST00000019608.5	prostaglandin E receptor 1 (subtype EP1) 	48	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.10	-0.18	ORF	
Cdyl2	ENSMUST00000109102.2	chromodomain protein, Y chromosome-like 2 	62	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.10	-0.24	0.94	
Ptpru	ENSMUST00000105987.3	protein tyrosine phosphatase, receptor type, U 	80	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.10	-0.10	0.11	2005, 2007, 2009, 2011
Shc1	ENSMUST00000191485.1	src homology 2 domain-containing transforming protein C1 	143	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.10	-0.33	0.59	2005, 2007, 2009, 2011
Cadm2	ENSMUST00000114292.2	cell adhesion molecule 2 	17	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.10	-0.10	0.36	2007, 2009, 2011
C77080	ENSMUST00000106051.2	expressed sequence C77080 	439	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.10	-0.11	< 0.1	2009, 2011
Ago2	ENSMUST00000044113.10	argonaute RISC catalytic subunit 2 	1138	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.09	-0.10	0.44	2011
Phyhipl	ENSMUST00000046513.4	phytanoyl-CoA hydroxylase interacting protein-like 	127	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.18	0.30	2005, 2007, 2009, 2011
Fam110b	ENSMUST00000054857.7	family with sequence similarity 110, member B 	92	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.28	< 0.1	2007
Greb1l	ENSMUST00000048977.9	growth regulation by estrogen in breast cancer-like 	33	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.09	-0.09	0.52	2009, 2011
1700025G04Rik	ENSMUST00000044581.8	RIKEN cDNA 1700025G04 gene 	289	1	0	0	1	1	0	0	1	1	mmu-miR-219a-5p	-0.09	-0.12	0.66	2009, 2011
Coro1c	ENSMUST00000004646.7	coronin, actin binding protein 1C 	1410	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.09	0.63	2005, 2007, 2009, 2011
Fam120c	ENSMUST00000073364.5	family with sequence similarity 120, member C 	62	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.09	0.45	2007, 2009, 2011
Rest	ENSMUST00000080359.6	RE1-silencing transcription factor 	21	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.18	0.91	
Fbxo42	ENSMUST00000030757.9	F-box protein 42 	936	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.11	< 0.1	2009, 2011
Glce	ENSMUST00000185675.1	glucuronyl C5-epimerase 	90	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.09	0.45	2005, 2007, 2009, 2011
Flrt3	ENSMUST00000110057.2	fibronectin leucine rich transmembrane protein 3 	127	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.09	0.55	2005, 2007, 2009, 2011
Dcaf10	ENSMUST00000155551.2	DDB1 and CUL4 associated factor 10 	821	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.09	-0.17	0.76	2007, 2009, 2011
Bcorl1	ENSMUST00000136348.2	BCL6 co-repressor-like 1 	306	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.08	-0.16	0.95	
Ube2v1	ENSMUST00000109207.4	ubiquitin-conjugating enzyme E2 variant 1 	18	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.08	-0.08	0.42	2005, 2007, 2009, 2011
Nr5a2	ENSMUST00000027649.8	nuclear receptor subfamily 5, group A, member 2 	334	1	0	0	1	0	0	0	0	2	mmu-miR-219a-5p	-0.08	-0.09	0.42	2005, 2007, 2011
Srek1	ENSMUST00000074616.5	splicing regulatory glutamine/lysine-rich protein 1 	641	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.08	-0.13	0.69	2007, 2009, 2011
Slc39a10	ENSMUST00000027131.5	solute carrier family 39 (zinc transporter), member 10 	158	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.08	-0.22	0.86	2005, 2007, 2009, 2011
Ctdspl2	ENSMUST00000036647.7	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	546	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.08	-0.08	0.22	2007, 2009, 2011
Zbtb18	ENSMUST00000094276.3	zinc finger and BTB domain containing 18 	46	2	2	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.07	-0.89	0.99	2007, 2009, 2011
Dcp2	ENSMUST00000025350.8	DCP2 decapping enzyme homolog (S. cerevisiae) 	434	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.07	-0.22	0.90	2005, 2007, 2009, 2011
Zbtb7c	ENSMUST00000058997.8	zinc finger and BTB domain containing 7C 	85	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.07	-0.24	0.94	2009, 2011
Rora	ENSMUST00000034766.8	RAR-related orphan receptor alpha 	953	1	0	1	0	0	0	0	0	2	mmu-miR-219a-5p	-0.07	-0.08	0.72	
Kmt2d	ENSMUST00000178486.3	lysine (K)-specific methyltransferase 2D 	273	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.07	-0.07	0.16	2007, 2011
Fbxl17	ENSMUST00000024761.7	F-box and leucine-rich repeat protein 17 	1433	1	0	1	0	0	0	0	0	3	mmu-miR-219a-5p	-0.07	-0.30	0.95	2005, 2007, 2011
Nmt1	ENSMUST00000021314.7	N-myristoyltransferase 1 	704	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.07	-0.16	< 0.1	2005, 2007
Pik3c2a	ENSMUST00000170430.1	phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide 	863	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.06	-0.07	< 0.1	2009, 2011
Arhgef12	ENSMUST00000165665.2	Rho guanine nucleotide exchange factor (GEF) 12 	393	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.06	-0.12	0.69	2005, 2007, 2009, 2011
Mamdc2	ENSMUST00000036069.6	MAM domain containing 2 	210	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.06	-0.06	0.65	2005, 2007, 2009, 2011
Zc3h4	ENSMUST00000098789.3	zinc finger CCCH-type containing 4 	1195	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.06	-0.06	0.29	2007, 2009, 2011
Gm20431	ENSMUST00000125544.2	predicted gene 20431 	18	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.06	-0.06	0.42	
Ubp1	ENSMUST00000084885.6	upstream binding protein 1 	1113	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.06	-0.06	0.23	2005, 2007, 2009, 2011
Kif1b	ENSMUST00000030806.5	kinesin family member 1B 	200	1	0	1	0	0	0	0	0	1	mmu-miR-219a-5p	-0.06	-0.10	0.26	2011
Strbp	ENSMUST00000028279.4	spermatid perinuclear RNA binding protein 	530	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.06	-0.25	0.94	2011
Fads2	ENSMUST00000025567.7	fatty acid desaturase 2 	1135	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.05	-0.12	0.19	2007
Btbd7	ENSMUST00000045652.6	BTB (POZ) domain containing 7 	1023	2	2	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.05	-0.06	0.82	2005, 2007
Tmod2	ENSMUST00000064433.4	tropomodulin 2 	83	1	0	1	0	1	1	0	0	1	mmu-miR-219a-5p	-0.05	-0.41	0.78	2009, 2011
Abl2	ENSMUST00000166172.3	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene) 	860	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.05	-0.05	0.76	2009, 2011
Robo1	ENSMUST00000023600.7	roundabout homolog 1 (Drosophila) 	80	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.05	-0.05	0.68	2005, 2007, 2009, 2011
Tnpo3	ENSMUST00000012679.9	transportin 3 	69	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.05	-0.05	0.58	2005, 2007, 2009, 2011
Sfmbt1	ENSMUST00000054230.5	Scm-like with four mbt domains 1 	256	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.05	-0.17	0.92	2011
Sptbn1	ENSMUST00000006629.8	spectrin beta, non-erythrocytic 1 	515	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.05	-0.06	0.54	2007, 2011
Phlpp1	ENSMUST00000061047.6	PH domain and leucine rich repeat protein phosphatase 1 	554	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.05	-0.05	0.46	2007, 2011
Ptprk	ENSMUST00000166468.1	protein tyrosine phosphatase, receptor type, K 	824	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.13	0.47	2005, 2007, 2009, 2011
Agpat3	ENSMUST00000001240.6	1-acylglycerol-3-phosphate O-acyltransferase 3 	2432	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.44	0.89	2007
Tlk1	ENSMUST00000038584.8	tousled-like kinase 1 	207	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.13	0.39	2005, 2007, 2009, 2011
Foxp3	ENSMUST00000115740.2	forkhead box P3 	16	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.10	< 0.1	2009, 2011
Pikfyve	ENSMUST00000081154.8	phosphoinositide kinase, FYVE finger containing 	1130	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.04	0.53	2007, 2009, 2011
Fnbp4	ENSMUST00000013759.5	formin binding protein 4 	1814	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.04	0.45	2005, 2007, 2009, 2011
Zbtb44	ENSMUST00000115222.3	zinc finger and BTB domain containing 44 	1220	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.04	-0.07	0.67	2009, 2011
D630045J12Rik	ENSMUST00000117556.2	RIKEN cDNA D630045J12 gene 	244	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.15	0.80	2011
Kcnq3	ENSMUST00000070256.7	potassium voltage-gated channel, subfamily Q, member 3 	10	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.04	-0.04	< 0.1	
Tcf12	ENSMUST00000183404.2	transcription factor 12 	197	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.03	-0.03	0.57	2005, 2007, 2009, 2011
Smad4	ENSMUST00000025393.8	SMAD family member 4 	1691	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.03	-0.11	0.75	
Npas3	ENSMUST00000101432.2	neuronal PAS domain protein 3 	17	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.03	-0.03	0.36	2009, 2011
Zeb2	ENSMUST00000068415.5	zinc finger E-box binding homeobox 2 	1218	1	1	0	0	1	0	0	1	1	mmu-miR-219a-5p	-0.03	-0.15	0.55	2009, 2011
Zbtb20	ENSMUST00000114694.3	zinc finger and BTB domain containing 20 	293	1	0	0	1	2	0	0	2	2	mmu-miR-219a-5p	-0.03	-0.03	0.65	
Adam10	ENSMUST00000067880.7	a disintegrin and metallopeptidase domain 10 	1662	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.03	-0.03	0.35	2009, 2011
Rnf150	ENSMUST00000078525.5	ring finger protein 150 	347	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.03	-0.03	< 0.1	2005, 2007, 2011
Flrt1	ENSMUST00000113383.2	fibronectin leucine rich transmembrane protein 1 	74	1	1	0	0	0	0	0	0	1	mmu-miR-219a-5p	-0.02	-0.07	0.63	
Nt5c2	ENSMUST00000086961.8	5'-nucleotidase, cytosolic II 	636	1	0	0	1	1	0	0	1	1	mmu-miR-219a-5p	-0.02	-0.13	0.62	2005, 2007
Pitpnm2	ENSMUST00000162812.2	phosphatidylinositol transfer protein, membrane-associated 2 	115	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.03	0.73	2007, 2009, 2011
Klhl11	ENSMUST00000056665.3	kelch-like 11 	13	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.25	0.52	
Col4a3bp	ENSMUST00000077672.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	198	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.02	-0.11	0.45	2011
Arl4c	ENSMUST00000159814.1	ADP-ribosylation factor-like 4C 	131	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.13	0.22	2009, 2011
Pitpna	ENSMUST00000143219.2	phosphatidylinositol transfer protein, alpha 	3031	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.25	0.27	2005, 2007, 2009, 2011
Mapt	ENSMUST00000106992.4	microtubule-associated protein tau 	1811	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.02	< 0.1	2007, 2009, 2011
Six1	ENSMUST00000050029.7	sine oculis-related homeobox 1 	709	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.23	0.37	
Lypd1	ENSMUST00000159417.1	Ly6/Plaur domain containing 1 	6	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	-0.02	-0.02	< 0.1	2005, 2007, 2009
1700102P08Rik	ENSMUST00000035234.4	RIKEN cDNA 1700102P08 gene 	13	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.08	0.65	
Ncoa2	ENSMUST00000081713.5	nuclear receptor coactivator 2 	901	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.02	-0.02	0.49	2009, 2011
Arhgap4	ENSMUST00000114405.2	Rho GTPase activating protein 4 	77	1	1	0	0	0	0	0	0	0	mmu-miR-219a-5p	-0.01	-0.10	ORF	
Tmeff2	ENSMUST00000081851.3	transmembrane protein with EGF-like and two follistatin-like domains 2 	213	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	-0.01	-0.25	< 0.1	2009, 2011
Nav1	ENSMUST00000067414.7	neuron navigator 1 	499	1	0	0	1	0	0	0	0	1	mmu-miR-219a-5p	-0.01	-0.06	0.67	2011
Atxn1	ENSMUST00000180110.2	ataxin 1 	414	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.01	-0.01	0.49	2005, 2007, 2011
Hipk2	ENSMUST00000161779.2	homeodomain interacting protein kinase 2 	4649	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.01	-0.01	0.34	
Igsf10	ENSMUST00000039419.6	immunoglobulin superfamily, member 10 	185	1	0	1	0	1	0	0	1	2	mmu-miR-219a-5p	-0.01	-0.18	< 0.1	
Fbxl22	ENSMUST00000056890.8	F-box and leucine-rich repeat protein 22 	626	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.01	-0.20	0.69	2009, 2011
Orc4	ENSMUST00000028098.5	origin recognition complex, subunit 4 	1446	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	-0.01	-0.11	0.69	2009, 2011
Foxk2	ENSMUST00000106113.1	forkhead box K2 	526	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	0	-0.12	< 0.1	2007, 2009, 2011
Sgms2	ENSMUST00000090246.4	sphingomyelin synthase 2 	321	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.01	0.39	2011
Dmrt1	ENSMUST00000087525.4	doublesex and mab-3 related transcription factor 1 	587	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.40	0.56	
Tomm6	ENSMUST00000113301.1	translocase of outer mitochondrial membrane 6 homolog (yeast) 	882	1	0	0	1	1	0	0	1	0	mmu-miR-219a-5p	0	-0.20	0.68	
Fam172a	ENSMUST00000163257.2	family with sequence similarity 172, member A 	214	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.11	0.67	
Eno4	ENSMUST00000054280.6	enolase 4 	76	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.10	0.65	
Emx2	ENSMUST00000062216.3	empty spiracles homeobox 2 	277	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	0	-0.20	0.89	
E430025E21Rik	ENSMUST00000022976.4	RIKEN cDNA E430025E21 gene 	305	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.16	0.47	
Lin52	ENSMUST00000137170.1	lin-52 homolog (C. elegans) 	424	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	0	-0.18	0.29	
Tmc6	ENSMUST00000026659.4	transmembrane channel-like gene family 6 	243	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.13	0.70	
Dennd4b	ENSMUST00000129564.2	DENN/MADD domain containing 4B 	399	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.01	0.58	
Cyp51	ENSMUST00000001507.4	cytochrome P450, family 51 	4283	1	0	0	1	0	0	0	0	0	mmu-miR-219a-5p	0	-0.13	0.69	
Ppt1	ENSMUST00000030412.5	palmitoyl-protein thioesterase 1 	960	1	0	1	0	0	0	0	0	0	mmu-miR-219a-5p	0	-0.27	0.22	2009, 2011
